#,Date-Time (PDT),RH   (%),Dew Point   (??C),Host Connected,End of File
2095,5/28/2024 17:13,21.99,0.99,,
2096,5/28/2024 17:18,22.27,1.13,,
2097,5/28/2024 17:23,22.41,1.16,,
2098,5/28/2024 17:28,22.39,1.05,,
2099,5/28/2024 17:33,22.13,0.8,,
2100,5/28/2024 17:38,22.27,0.83,,
2101,5/28/2024 17:43,22.26,0.7,,
2102,5/28/2024 17:48,22.34,0.73,,
2103,5/28/2024 17:53,22.32,0.61,,
2104,5/28/2024 17:58,22.44,0.63,,
2105,5/28/2024 18:03,22.75,0.74,,
2106,5/28/2024 18:08,22.5,0.45,,
2107,5/28/2024 18:13,22.09,0.08,,
2108,5/28/2024 18:18,22.45,0.2,,
2109,5/28/2024 18:23,22.8,0.33,,
2110,5/28/2024 18:28,22.57,0.12,,
2111,5/28/2024 18:33,23.38,0.49,,
2112,5/28/2024 18:38,22.34,-0.31,,
2113,5/28/2024 18:43,23.04,0.02,,
2114,5/28/2024 18:48,22.78,-0.22,,
2115,5/28/2024 18:53,23.42,-0.04,,
2116,5/28/2024 18:58,22.77,-0.66,,
2117,5/28/2024 19:03,22.82,-0.86,,
2118,5/28/2024 19:08,22.95,-0.97,,
2119,5/28/2024 19:13,23.99,-0.48,,
2120,5/28/2024 19:18,24.33,-0.46,,
2121,5/28/2024 19:23,24.7,-0.5,,
2122,5/28/2024 19:28,25.31,-0.39,,
2123,5/28/2024 19:33,26,-0.23,,
2124,5/28/2024 19:38,26.78,-0.1,,
2125,5/28/2024 19:43,27.97,0.15,,
2126,5/28/2024 19:48,30.08,0.86,,
2127,5/28/2024 19:53,31.73,1.32,,
2128,5/28/2024 19:58,32.44,1.38,,
2129,5/28/2024 20:03,33.29,1.41,,
2130,5/28/2024 20:08,34.11,1.41,,
2131,5/28/2024 20:13,34.81,1.41,,
2132,5/28/2024 20:18,35.42,1.32,,
2133,5/28/2024 20:23,35.97,1.25,,
2134,5/28/2024 20:28,36.53,1.18,,
2135,5/28/2024 20:33,36.51,0.91,,
2136,5/28/2024 20:38,36.99,0.9,,
2137,5/28/2024 20:43,37.42,0.75,,
2138,5/28/2024 20:48,38.18,0.56,,
2139,5/28/2024 20:53,38.69,0.45,,
2140,5/28/2024 20:58,38.89,0.11,,
2141,5/28/2024 21:03,39.42,0,,
2142,5/28/2024 21:08,40.26,-0.08,,
2143,5/28/2024 21:13,41.35,-0.28,,
2144,5/28/2024 21:18,42.65,-0.41,,
2145,5/28/2024 21:23,44.8,-0.45,,
2146,5/28/2024 21:28,46.51,-0.26,,
2147,5/28/2024 21:33,46.67,-0.54,,
2148,5/28/2024 21:38,47.78,-0.66,,
2149,5/28/2024 21:43,49.47,-0.54,,
2150,5/28/2024 21:48,50.11,-0.62,,
2151,5/28/2024 21:53,51.62,-0.46,,
2152,5/28/2024 21:58,51.92,-0.54,,
2153,5/28/2024 22:03,51.88,-0.77,,
2154,5/28/2024 22:08,53.42,-0.82,,
2155,5/28/2024 22:13,54.36,-0.93,,
2156,5/28/2024 22:18,55.5,-0.84,,
2157,5/28/2024 22:23,55.99,-0.87,,
2158,5/28/2024 22:28,56.5,-0.87,,
2159,5/28/2024 22:33,56.04,-1.1,,
2160,5/28/2024 22:38,56.4,-1.23,,
2161,5/28/2024 22:43,57.03,-1.26,,
2162,5/28/2024 22:48,56.67,-1.45,,
2163,5/28/2024 22:53,57.46,-1.53,,
2164,5/28/2024 22:58,57.65,-1.63,,
2165,5/28/2024 23:03,56.84,-1.96,,
2166,5/28/2024 23:08,57.45,-2.1,,
2167,5/28/2024 23:13,59.39,-1.95,,
2168,5/28/2024 23:18,60.17,-1.68,,
2169,5/28/2024 23:23,59.2,-1.57,,
2170,5/28/2024 23:28,59.75,-1.5,,
2171,5/28/2024 23:33,60.22,-1.53,,
2172,5/28/2024 23:38,60.38,-1.71,,
2173,5/28/2024 23:43,61.52,-1.77,,
2174,5/28/2024 23:48,62.47,-1.76,,
2175,5/28/2024 23:53,62.72,-1.79,,
2176,5/28/2024 23:58,62.43,-1.87,,
2177,5/29/2024 0:03,61.78,-2.19,,
2178,5/29/2024 0:08,62.81,-2.26,,
2179,5/29/2024 0:13,63.28,-2.39,,
2180,5/29/2024 0:18,64.42,-2.28,,
2181,5/29/2024 0:23,65.86,-1.97,,
2182,5/29/2024 0:28,65.17,-2.01,,
2183,5/29/2024 0:33,63.95,-2.21,,
2184,5/29/2024 0:38,64.08,-2.29,,
2185,5/29/2024 0:43,64.61,-2.25,,
2186,5/29/2024 0:48,65.48,-2.13,,
2187,5/29/2024 0:53,65.54,-2.17,,
2188,5/29/2024 0:58,65.77,-2.3,,
2189,5/29/2024 1:03,67.16,-2.2,,
2190,5/29/2024 1:08,67.28,-2.23,,
2191,5/29/2024 1:13,67.11,-2.28,,
2192,5/29/2024 1:18,67.04,-2.26,,
2193,5/29/2024 1:23,67.59,-2.14,,
2194,5/29/2024 1:28,67.02,-2.26,,
2195,5/29/2024 1:33,67.99,-1.99,,
2196,5/29/2024 1:38,66.55,-2.16,,
2197,5/29/2024 1:43,66.59,-2.23,,
2198,5/29/2024 1:48,66.25,-2.29,,
2199,5/29/2024 1:53,65.25,-2.66,,
2200,5/29/2024 1:58,67.3,-2.48,,
2201,5/29/2024 2:03,68.26,-2.6,,
2202,5/29/2024 2:08,70.42,-2.41,,
2203,5/29/2024 2:13,70.56,-2.43,,
2204,5/29/2024 2:18,69.81,-2.59,,
2205,5/29/2024 2:23,68.03,-2.74,,
2206,5/29/2024 2:28,66.01,-3.12,,
2207,5/29/2024 2:33,64.78,-3.45,,
2208,5/29/2024 2:38,65.9,-3.34,,
2209,5/29/2024 2:43,65.6,-3.26,,
2210,5/29/2024 2:48,64.44,-3.32,,
2211,5/29/2024 2:53,64.58,-3.37,,
2212,5/29/2024 2:58,65.66,-3.32,,
2213,5/29/2024 3:03,66.6,-3.37,,
2214,5/29/2024 3:08,67.74,-3.37,,
2215,5/29/2024 3:13,68.47,-3.35,,
2216,5/29/2024 3:18,68.34,-3.41,,
2217,5/29/2024 3:23,68.01,-3.49,,
2218,5/29/2024 3:28,67.46,-3.66,,
2219,5/29/2024 3:33,66.96,-3.83,,
2220,5/29/2024 3:38,66.13,-4.13,,
2221,5/29/2024 3:43,65.35,-4.42,,
2222,5/29/2024 3:48,64.58,-4.71,,
2223,5/29/2024 3:53,63.94,-4.94,,
2224,5/29/2024 3:58,63.59,-5.11,,
2225,5/29/2024 4:03,64.34,-5.11,,
2226,5/29/2024 4:08,65.17,-5.09,,
2227,5/29/2024 4:13,65.41,-5.16,,
2228,5/29/2024 4:18,65.22,-5.11,,
2229,5/29/2024 4:23,65.39,-5.02,,
2230,5/29/2024 4:28,66.65,-4.74,,
2231,5/29/2024 4:33,66.06,-4.74,,
2232,5/29/2024 4:38,65.91,-4.66,,
2233,5/29/2024 4:43,65.81,-4.67,,
2234,5/29/2024 4:48,66.27,-4.77,,
2235,5/29/2024 4:53,66.11,-5.08,,
2236,5/29/2024 4:58,67.05,-5.07,,
2237,5/29/2024 5:03,67.15,-5.02,,
2238,5/29/2024 5:08,66.82,-5.17,,
2239,5/29/2024 5:13,66.8,-5.28,,
2240,5/29/2024 5:18,65.36,-5.55,,
2241,5/29/2024 5:23,66.41,-5.39,,
2242,5/29/2024 5:28,66.64,-5.27,,
2243,5/29/2024 5:33,65.96,-4.99,,
2244,5/29/2024 5:38,63.8,-4.83,,
2245,5/29/2024 5:43,62.09,-4.77,,
2246,5/29/2024 5:48,61.26,-4.89,,
2247,5/29/2024 5:53,62.06,-4.88,,
2248,5/29/2024 5:58,62.46,-4.75,,
2249,5/29/2024 6:03,62.25,-4.57,,
2250,5/29/2024 6:08,61.8,-4.48,,
2251,5/29/2024 6:13,60.54,-4.52,,
2252,5/29/2024 6:18,59.57,-4.33,,
2253,5/29/2024 6:23,58.45,-4.11,,
2254,5/29/2024 6:28,57.41,-3.82,,
2255,5/29/2024 6:33,55.06,-3.75,,
2256,5/29/2024 6:38,51.92,-3.77,,
2257,5/29/2024 6:43,50.43,-3.32,,
2258,5/29/2024 6:48,49.07,-2.94,,
2259,5/29/2024 6:53,48.54,-2.67,,
2260,5/29/2024 6:58,46.26,-2.78,,
2261,5/29/2024 7:03,43.3,-2.98,,
2262,5/29/2024 7:08,42.76,-2.5,,
2263,5/29/2024 7:13,40.47,-2.54,,
2264,5/29/2024 7:18,35.77,-3.45,,
2265,5/29/2024 7:23,34.42,-3.39,,
2266,5/29/2024 7:28,33.11,-3.51,,
2267,5/29/2024 7:33,34.14,-2.78,,
2268,5/29/2024 7:38,32.82,-3.01,,
2269,5/29/2024 7:43,33.06,-2.73,,
2270,5/29/2024 7:48,32.58,-2.81,,
2271,5/29/2024 7:53,32.74,-2.65,,
2272,5/29/2024 7:58,32.3,-2.68,,
2273,5/29/2024 8:03,30.67,-3.1,,
2274,5/29/2024 8:08,31.06,-2.73,,
2275,5/29/2024 8:13,30.39,-2.7,,
2276,5/29/2024 8:18,30.08,-2.62,,
2277,5/29/2024 8:23,30.29,-2.34,,
2278,5/29/2024 8:28,29.96,-2.36,,
2279,5/29/2024 8:33,30.18,-2.22,,
2280,5/29/2024 8:38,30.82,-1.88,,
2281,5/29/2024 8:43,30.16,-2.13,,
2282,5/29/2024 8:48,29.21,-2.52,,
2283,5/29/2024 8:53,29.87,-2.14,,
2284,5/29/2024 8:58,29.51,-1.97,,
2285,5/29/2024 9:03,28.32,-2.33,,
2286,5/29/2024 9:08,28.09,-2.26,,
2287,5/29/2024 9:13,27.59,-2.6,,
2288,5/29/2024 9:18,28.02,-2.28,,
2289,5/29/2024 9:23,27.85,-2.16,,
2290,5/29/2024 9:28,27.94,-1.86,,
2291,5/29/2024 9:33,26.6,-2.34,,
2292,5/29/2024 9:38,26.52,-2.19,,
2293,5/29/2024 9:43,27.05,-1.93,,
2294,5/29/2024 9:48,26.86,-1.98,,
2295,5/29/2024 9:53,25.14,-2.76,,
2296,5/29/2024 9:58,24.57,-2.92,,
2297,5/29/2024 10:03,24.24,-2.95,,
2298,5/29/2024 10:08,23.95,-2.99,,
2299,5/29/2024 10:13,23.56,-2.89,,
2300,5/29/2024 10:18,23.24,-3.01,,
2301,5/29/2024 10:23,23.02,-3.16,,
2302,5/29/2024 10:28,22.66,-3.07,,
2303,5/29/2024 10:33,21.84,-3.27,,
2304,5/29/2024 10:38,21.65,-3.03,,
2305,5/29/2024 10:43,20.45,-3.27,,
2306,5/29/2024 10:48,20.05,-3.33,,
2307,5/29/2024 10:53,18.74,-4.31,,
2308,5/29/2024 10:58,18.44,-4.72,,
2309,5/29/2024 11:03,19.02,-4.38,,
2310,5/29/2024 11:08,19.58,-3.89,,
2311,5/29/2024 11:13,19.16,-3.86,,
2312,5/29/2024 11:18,19.57,-3.55,,
2313,5/29/2024 11:23,17.94,-4.61,,
2314,5/29/2024 11:28,18.51,-4.29,,
2315,5/29/2024 11:33,18.34,-4.28,,
2316,5/29/2024 11:38,18.35,-4.26,,
2317,5/29/2024 11:43,17.55,-4.6,,
2318,5/29/2024 11:48,17.51,-4.68,,
2319,5/29/2024 11:53,17.63,-4.61,,
2320,5/29/2024 11:58,18.27,-4.03,,
2321,5/29/2024 12:03,18.25,-3.75,,
2322,5/29/2024 12:08,17.13,-4.47,,
2323,5/29/2024 12:13,17.6,-4.32,,
2324,5/29/2024 12:18,17.94,-3.9,,
2325,5/29/2024 12:23,17.7,-3.86,,
2326,5/29/2024 12:28,17.48,-4.05,,
2327,5/29/2024 12:33,17.44,-4.22,,
2328,5/29/2024 12:38,17.4,-4.17,,
2329,5/29/2024 12:43,17.85,-3.79,,
2330,5/29/2024 12:48,17.3,-3.87,,
2331,5/29/2024 12:53,16.97,-3.89,,
2332,5/29/2024 12:58,16.9,-3.75,,
2333,5/29/2024 13:03,16.07,-4.03,,
2334,5/29/2024 13:08,16.54,-3.69,,
2335,5/29/2024 13:13,17.54,-3.2,,
2336,5/29/2024 13:18,17.94,-2.68,,
2337,5/29/2024 13:23,17.3,-2.96,,
2338,5/29/2024 13:28,18.81,-1.99,,
2339,5/29/2024 13:33,18.39,-2.22,,
2340,5/29/2024 13:38,18.8,-1.9,,
2341,5/29/2024 13:43,18.65,-2.17,,
2342,5/29/2024 13:48,20.21,-1.27,,
2343,5/29/2024 13:53,19.54,-1.51,,
2344,5/29/2024 13:58,19.7,-1.28,,
2345,5/29/2024 14:03,19.53,-1.12,,
2346,5/29/2024 14:08,19.97,-0.72,,
2347,5/29/2024 14:13,19.63,-1.01,,
2348,5/29/2024 14:18,19.94,-0.98,,
2349,5/29/2024 14:23,20.23,-1.04,,
2350,5/29/2024 14:28,20.61,-0.96,,
2351,5/29/2024 14:33,20.57,-0.68,,
2352,5/29/2024 14:38,20.15,-0.98,,
2353,5/29/2024 14:43,20.81,-0.72,,
2354,5/29/2024 14:48,20.86,-0.53,,
2355,5/29/2024 14:53,21.13,-0.1,,
2356,5/29/2024 14:58,21.48,0.02,,
2357,5/29/2024 15:03,21.08,-0.11,,
2358,5/29/2024 15:08,20.96,-0.34,,
2359,5/29/2024 15:13,20.96,-0.32,,
2360,5/29/2024 15:18,21.26,-0.19,,
2361,5/29/2024 15:23,22.37,0.46,,
2362,5/29/2024 15:28,21.8,0.11,,
2363,5/29/2024 15:33,21.36,-0.02,,
2364,5/29/2024 15:38,21.76,-0.09,,
2365,5/29/2024 15:43,22.38,0.05,,
2366,5/29/2024 15:48,22.06,0.18,,
2367,5/29/2024 15:53,21.9,0.14,,
2368,5/29/2024 15:58,22.22,0.22,,
2369,5/29/2024 16:03,21.65,-0.07,,
2370,5/29/2024 16:08,21.59,-0.15,,
2371,5/29/2024 16:13,21.37,-0.16,,
2372,5/29/2024 16:18,21.42,-0.31,,
2373,5/29/2024 16:23,21.89,0.02,,
2374,5/29/2024 16:28,21.8,-0.13,,
2375,5/29/2024 16:33,21.75,-0.14,,
2376,5/29/2024 16:38,21.52,-0.4,,
2377,5/29/2024 16:43,21.98,-0.05,,
2378,5/29/2024 16:48,21.35,-0.25,,
2379,5/29/2024 16:53,21.47,-0.22,,
2380,5/29/2024 16:58,21.16,-0.55,,
2381,5/29/2024 17:03,22,-0.09,,
2382,5/29/2024 17:08,21.86,-0.05,,
2383,5/29/2024 17:13,21.14,-0.48,,
2384,5/29/2024 17:18,21.28,-0.34,,
2385,5/29/2024 17:23,21.07,-0.55,,
2386,5/29/2024 17:28,21.37,-0.7,,
2387,5/29/2024 17:33,21.8,-0.61,,
2388,5/29/2024 17:38,22.26,-0.31,,
2389,5/29/2024 17:43,21.97,-0.42,,
2390,5/29/2024 17:48,22.18,-0.44,,
2391,5/29/2024 17:53,22.32,-0.44,,
2392,5/29/2024 17:58,22.67,-0.28,,
2393,5/29/2024 18:03,22.34,-0.53,,
2394,5/29/2024 18:08,22.8,-0.27,,
2395,5/29/2024 18:13,22.49,-0.71,,
2396,5/29/2024 18:18,23.14,-0.8,,
2397,5/29/2024 18:23,23.53,-0.71,,
2398,5/29/2024 18:28,23.97,-0.42,,
2399,5/29/2024 18:33,23.93,-0.41,,
2400,5/29/2024 18:38,23.84,-0.57,,
2401,5/29/2024 18:43,23.79,-0.74,,
2402,5/29/2024 18:48,23.98,-0.7,,
2403,5/29/2024 18:53,24.28,-0.67,,
2404,5/29/2024 18:58,24.73,-0.67,,
2405,5/29/2024 19:03,24.83,-0.66,,
2406,5/29/2024 19:08,25.1,-0.59,,
2407,5/29/2024 19:13,25.79,-0.34,,
2408,5/29/2024 19:18,26.67,-0.26,,
2409,5/29/2024 19:23,26.74,-0.44,,
2410,5/29/2024 19:28,27.14,-0.51,,
2411,5/29/2024 19:33,27.45,-0.65,,
2412,5/29/2024 19:38,28.06,-0.57,,
2413,5/29/2024 19:43,28.34,-0.67,,
2414,5/29/2024 19:48,28.77,-0.7,,
2415,5/29/2024 19:53,28.92,-0.85,,
2416,5/29/2024 19:58,29.35,-0.88,,
2417,5/29/2024 20:03,29.64,-1.01,,
2418,5/29/2024 20:08,29.98,-1.06,,
2419,5/29/2024 20:13,30.35,-1.13,,
2420,5/29/2024 20:18,30.79,-1.18,,
2421,5/29/2024 20:23,31.01,-1.27,,
2422,5/29/2024 20:28,31.46,-1.25,,
2423,5/29/2024 20:33,31.75,-1.36,,
2424,5/29/2024 20:38,31.87,-1.49,,
2425,5/29/2024 20:43,32.1,-1.53,,
2426,5/29/2024 20:48,32.36,-1.59,,
2427,5/29/2024 20:53,32.37,-1.62,,
2428,5/29/2024 20:58,32.36,-1.66,,
2429,5/29/2024 21:03,32.57,-1.66,,
2430,5/29/2024 21:08,32.91,-1.71,,
2431,5/29/2024 21:13,33.24,-1.76,,
2432,5/29/2024 21:18,33.43,-1.86,,
2433,5/29/2024 21:23,33.55,-1.94,,
2434,5/29/2024 21:28,33.52,-2.01,,
2435,5/29/2024 21:33,33.32,-2.07,,
2436,5/29/2024 21:38,33.36,-2.1,,
2437,5/29/2024 21:43,33.71,-2.17,,
2438,5/29/2024 21:48,34.06,-2.3,,
2439,5/29/2024 21:53,34.63,-2.33,,
2440,5/29/2024 21:58,35.61,-2.43,,
2441,5/29/2024 22:03,35.81,-2.47,,
2442,5/29/2024 22:08,35.92,-2.52,,
2443,5/29/2024 22:13,36,-2.58,,
2444,5/29/2024 22:18,35.79,-2.57,,
2445,5/29/2024 22:23,34.76,-2.55,,
2446,5/29/2024 22:28,34.03,-2.62,,
2447,5/29/2024 22:33,34.14,-2.68,,
2448,5/29/2024 22:38,34.48,-2.69,,
2449,5/29/2024 22:43,34.83,-2.81,,
2450,5/29/2024 22:48,34.83,-3.15,,
2451,5/29/2024 22:53,36.38,-3.16,,
2452,5/29/2024 22:58,37.41,-3.37,,
2453,5/29/2024 23:03,39.12,-3.31,,
2454,5/29/2024 23:08,39.25,-3.37,,
2455,5/29/2024 23:13,39.13,-3.68,,
2456,5/29/2024 23:18,40.97,-3.56,,
2457,5/29/2024 23:23,41.41,-3.57,,
2458,5/29/2024 23:28,42.35,-3.56,,
2459,5/29/2024 23:33,43.16,-3.52,,
2460,5/29/2024 23:38,43.75,-3.7,,
2461,5/29/2024 23:43,44.45,-3.76,,
2462,5/29/2024 23:48,44.84,-3.77,,
2463,5/29/2024 23:53,45.19,-3.8,,
2464,5/29/2024 23:58,46,-3.73,,
2465,5/30/2024 0:03,45.47,-4.03,,
2466,5/30/2024 0:08,46.35,-4.25,,
2467,5/30/2024 0:13,47.84,-4.23,,
2468,5/30/2024 0:18,49.09,-4.28,,
2469,5/30/2024 0:23,49.92,-4.09,,
2470,5/30/2024 0:28,49.19,-4.02,,
2471,5/30/2024 0:33,48.83,-4.16,,
2472,5/30/2024 0:38,49.79,-4.04,,
2473,5/30/2024 0:43,50.07,-4.07,,
2474,5/30/2024 0:48,50.41,-4.17,,
2475,5/30/2024 0:53,50.51,-4.25,,
2476,5/30/2024 0:58,50.56,-4.38,,
2477,5/30/2024 1:03,51.34,-4.39,,
2478,5/30/2024 1:08,51.39,-4.44,,
2479,5/30/2024 1:13,51.41,-4.34,,
2480,5/30/2024 1:18,49.21,-4.53,,
2481,5/30/2024 1:23,50.21,-4.49,,
2482,5/30/2024 1:28,50.68,-4.43,,
2483,5/30/2024 1:33,50.19,-4.48,,
2484,5/30/2024 1:38,49.74,-4.64,,
2485,5/30/2024 1:43,50.3,-4.63,,
2486,5/30/2024 1:48,50.16,-4.66,,
2487,5/30/2024 1:53,50.6,-4.53,,
2488,5/30/2024 1:58,50.64,-4.54,,
2489,5/30/2024 2:03,50.39,-4.5,,
2490,5/30/2024 2:08,50.16,-4.51,,
2491,5/30/2024 2:13,50.08,-4.55,,
2492,5/30/2024 2:18,50.23,-4.64,,
2493,5/30/2024 2:23,50.69,-4.71,,
2494,5/30/2024 2:28,51.32,-4.68,,
2495,5/30/2024 2:33,51.61,-4.74,,
2496,5/30/2024 2:38,51.83,-4.84,,
2497,5/30/2024 2:43,52.07,-4.94,,
2498,5/30/2024 2:48,52.28,-5.03,,
2499,5/30/2024 2:53,52.82,-5.14,,
2500,5/30/2024 2:58,53.56,-5.19,,
2501,5/30/2024 3:03,54.56,-5.06,,
2502,5/30/2024 3:08,54.36,-4.94,,
2503,5/30/2024 3:13,53.79,-5.05,,
2504,5/30/2024 3:18,54.23,-5.02,,
2505,5/30/2024 3:23,54.34,-5.04,,
2506,5/30/2024 3:28,54.64,-5.1,,
2507,5/30/2024 3:33,55.46,-4.96,,
2508,5/30/2024 3:38,55.49,-4.9,,
2509,5/30/2024 3:43,55.48,-4.8,,
2510,5/30/2024 3:48,54.84,-4.8,,
2511,5/30/2024 3:53,54.89,-4.84,,
2512,5/30/2024 3:58,55.09,-4.8,,
2513,5/30/2024 4:03,55.2,-4.88,,
2514,5/30/2024 4:08,55.49,-4.94,,
2515,5/30/2024 4:13,55.79,-4.91,,
2516,5/30/2024 4:18,55.89,-5.07,,
2517,5/30/2024 4:23,56.62,-5.11,,
2518,5/30/2024 4:28,56.79,-5.06,,
2519,5/30/2024 4:33,56.93,-5.01,,
2520,5/30/2024 4:38,56.79,-5.01,,
2521,5/30/2024 4:43,56.21,-5.01,,
2522,5/30/2024 4:48,55.51,-5.03,,
2523,5/30/2024 4:53,55.04,-5.14,,
2524,5/30/2024 4:58,54.69,-5.26,,
2525,5/30/2024 5:03,54.66,-5.46,,
2526,5/30/2024 5:08,55.63,-5.62,,
2527,5/30/2024 5:13,56.73,-5.84,,
2528,5/30/2024 5:18,57.85,-5.98,,
2529,5/30/2024 5:23,59.05,-6.07,,
2530,5/30/2024 5:28,59.91,-6.08,,
2531,5/30/2024 5:33,59.94,-6.2,,
2532,5/30/2024 5:38,59.64,-6.26,,
2533,5/30/2024 5:43,59.23,-6.16,,
2534,5/30/2024 5:48,58.74,-6.08,,
2535,5/30/2024 5:53,58.36,-5.97,,
2536,5/30/2024 5:58,57.9,-5.77,,
2537,5/30/2024 6:03,57.13,-5.67,,
2538,5/30/2024 6:08,56.25,-5.53,,
2539,5/30/2024 6:13,54.93,-5.38,,
2540,5/30/2024 6:18,53.14,-5.13,,
2541,5/30/2024 6:23,50.9,-5.01,,
2542,5/30/2024 6:28,48.98,-4.85,,
2543,5/30/2024 6:33,47.46,-4.68,,
2544,5/30/2024 6:38,46.33,-4.42,,
2545,5/30/2024 6:43,42.61,-4.81,,
2546,5/30/2024 6:48,40.46,-4.73,,
2547,5/30/2024 6:53,37.81,-4.89,,
2548,5/30/2024 6:58,34.72,-5.3,,
2549,5/30/2024 7:03,33.9,-5.03,,
2550,5/30/2024 7:08,32.41,-5.18,,
2551,5/30/2024 7:13,31.64,-5.19,,
2552,5/30/2024 7:18,31.11,-5.11,,
2553,5/30/2024 7:23,31.82,-4.52,,
2554,5/30/2024 7:28,30.7,-4.74,,
2555,5/30/2024 7:33,30.19,-4.67,,
2556,5/30/2024 7:38,30.41,-4.44,,
2557,5/30/2024 7:43,29.37,-4.74,,
2558,5/30/2024 7:48,28.67,-4.78,,
2559,5/30/2024 7:53,29.51,-4.27,,
2560,5/30/2024 7:58,28.48,-4.58,,
2561,5/30/2024 8:03,28.95,-4.15,,
2562,5/30/2024 8:08,27.6,-4.63,,
2563,5/30/2024 8:13,27.87,-4.53,,
2564,5/30/2024 8:18,28.71,-4.08,,
2565,5/30/2024 8:23,27.91,-4.3,,
2566,5/30/2024 8:28,28.22,-3.96,,
2567,5/30/2024 8:33,27.46,-4.2,,
2568,5/30/2024 8:38,27.33,-4.04,,
2569,5/30/2024 8:43,26.9,-4.2,,
2570,5/30/2024 8:48,27.05,-4.05,,
2571,5/30/2024 8:53,27.16,-3.72,,
2572,5/30/2024 8:58,25.88,-4.14,,
2573,5/30/2024 9:03,26.11,-3.69,,
2574,5/30/2024 9:08,24.56,-4.32,,
2575,5/30/2024 9:13,24.83,-4.21,,
2576,5/30/2024 9:18,24.84,-4.3,,
2577,5/30/2024 9:23,25.02,-3.97,,
2578,5/30/2024 9:28,24.36,-4.06,,
2579,5/30/2024 9:33,24.82,-3.54,,
2580,5/30/2024 9:38,24.43,-3.62,,
2581,5/30/2024 9:43,23.67,-3.89,,
2582,5/30/2024 9:48,23.86,-3.6,,
2583,5/30/2024 9:53,24.04,-3.3,,
2584,5/30/2024 9:58,23.98,-3.19,,
2585,5/30/2024 10:03,23.81,-3.08,,
2586,5/30/2024 10:08,23.46,-3.08,,
2587,5/30/2024 10:13,23.61,-2.74,,
2588,5/30/2024 10:18,22.88,-3.02,,
2589,5/30/2024 10:23,23.26,-2.88,,
2590,5/30/2024 10:28,23.23,-2.71,,
2591,5/30/2024 10:33,22.27,-3.2,,
2592,5/30/2024 10:38,22.38,-3.26,,
2593,5/30/2024 10:43,22.87,-2.97,,
2594,5/30/2024 10:48,22.35,-3.01,,
2595,5/30/2024 10:53,22.53,-2.86,,
2596,5/30/2024 10:58,22.11,-2.96,,
2597,5/30/2024 11:03,23.16,-2.32,,
2598,5/30/2024 11:08,22.45,-2.37,,
2599,5/30/2024 11:13,22.08,-2.45,,
2600,5/30/2024 11:18,22.09,-2.48,,
2601,5/30/2024 11:23,22.25,-2.21,,
2602,5/30/2024 11:28,22.53,-2.03,,
2603,5/30/2024 11:33,22.39,-2.14,,
2604,5/30/2024 11:38,22.66,-1.95,,
2605,5/30/2024 11:43,22.25,-2.06,,
2606,5/30/2024 11:48,22.51,-1.72,,
2607,5/30/2024 11:53,22.31,-1.54,,
2608,5/30/2024 11:58,21.94,-1.63,,
2609,5/30/2024 12:03,22.49,-1.1,,
2610,5/30/2024 12:08,21.17,-1.44,,
2611,5/30/2024 12:13,20.97,-1.34,,
2612,5/30/2024 12:18,20.45,-1.46,,
2613,5/30/2024 12:23,20.32,-1.46,,
2614,5/30/2024 12:28,20.04,-1.62,,
2615,5/30/2024 12:33,19.67,-1.87,,
2616,5/30/2024 12:38,18.82,-2.23,,
2617,5/30/2024 12:43,19.2,-1.88,,
2618,5/30/2024 12:48,19.9,-1.16,,
2619,5/30/2024 12:53,18.67,-2,,
2620,5/30/2024 12:58,19.9,-1.5,,
2621,5/30/2024 13:03,19.56,-1.6,,
2622,5/30/2024 13:08,19.52,-1.64,,
2623,5/30/2024 13:13,19.69,-1.27,,
2624,5/30/2024 13:18,19.03,-1.45,,
2625,5/30/2024 13:23,18.83,-1.15,,
2626,5/30/2024 13:28,19.06,-1.07,,
2627,5/30/2024 13:33,18.65,-1.43,,
2628,5/30/2024 13:38,19.2,-1.17,,
2629,5/30/2024 13:43,18.62,-1.36,,
2630,5/30/2024 13:48,18.35,-1.33,,
2631,5/30/2024 13:53,17.65,-1.95,,
2632,5/30/2024 13:58,17.79,-1.98,,
2633,5/30/2024 14:03,16.52,-2.7,,
2634,5/30/2024 14:08,17.44,-1.85,,
2635,5/30/2024 14:13,16.15,-2.75,,
2636,5/30/2024 14:18,17.01,-2.25,,
2637,5/30/2024 14:23,16.54,-2.63,,
2638,5/30/2024 14:28,16.7,-2.42,,
2639,5/30/2024 14:33,16.71,-2.26,,
2640,5/30/2024 14:38,15.23,-3.25,,
2641,5/30/2024 14:43,15.58,-3.04,,
2642,5/30/2024 14:48,15.45,-3,,
2643,5/30/2024 14:53,16.13,-2.41,,
2644,5/30/2024 14:58,13.62,-4.31,,
2645,5/30/2024 15:03,14.3,-3.57,,
2646,5/30/2024 15:08,14.33,-3.18,,
2647,5/30/2024 15:13,14.21,-3.18,,
2648,5/30/2024 15:18,13.8,-3.81,,
2649,5/30/2024 15:23,14.31,-3.25,,
2650,5/30/2024 15:28,12.89,-4.62,,
2651,5/30/2024 15:33,13.51,-3.91,,
2652,5/30/2024 15:38,13.98,-3.34,,
2653,5/30/2024 15:43,13.22,-4.03,,
2654,5/30/2024 15:48,14.74,-2.47,,
