"Date","Snow Surface Temperature (deg. F)","Mean Snow Pack Temperature (deg. F)","6-ft Air Temperature Forcing (deg. F)","Observed Air Temperature (deg. F)","Observed Dew Point Temperature (deg. F)","Date w/o Time","Hour","Forecasted from 0 UTC"
"2023-08-30 03:00:00",,,68.99,76.96,19.80,"2023-08-30","03","n"
"2023-08-30 04:00:00",,,64.85,71.51,19.62,"2023-08-30","04","n"
"2023-08-30 05:00:00",,,60.53,66.13,20.95,"2023-08-30","05","n"
"2023-08-30 06:00:00",,,56.39,59.77,22.46,"2023-08-30","06","n"
"2023-08-30 07:00:00",,,54.59,62.46,21.34,"2023-08-30","07","n"
"2023-08-30 08:00:00",,,52.79,58.33,20.80,"2023-08-30","08","n"
"2023-08-30 09:00:00",,,50.99,53.83,21.61,"2023-08-30","09","n"
"2023-08-30 10:00:00",,,49.01,52.45,21.99,"2023-08-30","10","n"
"2023-08-30 11:00:00",,,46.85,50.58,22.69,"2023-08-30","11","n"
"2023-08-30 12:00:00",,,44.87,47.95,23.13,"2023-08-30","12","n"
"2023-08-30 13:00:00",,,47.21,46.09,23.07,"2023-08-30","13","n"
"2023-08-30 14:00:00",,,49.73,42.33,24.33,"2023-08-30","14","n"
"2023-08-30 15:00:00",,,52.07,,26.94,"2023-08-30","15","n"
"2023-08-30 16:00:00",,,59.99,57.34,32.05,"2023-08-30","16","n"
"2023-08-30 17:00:00",,,67.73,,34.56,"2023-08-30","17","n"
"2023-08-30 18:00:00",,,75.65,,31.82,"2023-08-30","18","n"
"2023-08-30 19:00:00",,,78.71,,31.59,"2023-08-30","19","n"
"2023-08-30 20:00:00",,,81.59,,27.86,"2023-08-30","20","n"
"2023-08-30 21:00:00",,,84.65,,30.83,"2023-08-30","21","n"
"2023-08-30 22:00:00",,,85.19,77.45,32.45,"2023-08-30","22","n"
"2023-08-30 23:00:00",,,85.19,81.01,31.64,"2023-08-30","23","n"
"2023-08-31 00:00:00",,,85.37,84.67,18.52,"2023-08-31","00","n"
"2023-08-31 01:00:00",,,79.43,85.17,14.70,"2023-08-31","01","n"
"2023-08-31 02:00:00",,,73.31,83.30,21.72,"2023-08-31","02","n"
"2023-08-31 03:00:00",,,67.37,75.85,28.65,"2023-08-31","03","n"
"2023-08-31 04:00:00",,,63.77,69.84,28.24,"2023-08-31","04","n"
"2023-08-31 05:00:00",,,60.35,65.88,27.48,"2023-08-31","05","n"
"2023-08-31 06:00:00",,,56.75,61.88,27.73,"2023-08-31","06","n"
"2023-08-31 07:00:00",,,52.97,59.72,28.04,"2023-08-31","07","n"
"2023-08-31 08:00:00",,,49.19,54.28,28.58,"2023-08-31","08","n"
"2023-08-31 09:00:00",,,45.41,49.75,28.24,"2023-08-31","09","n"
"2023-08-31 10:00:00",,,42.35,46.35,27.63,"2023-08-31","10","n"
"2023-08-31 11:00:00",,,39.11,43.66,27.46,"2023-08-31","11","n"
"2023-08-31 12:00:00",,,36.05,42.21,27.09,"2023-08-31","12","n"
"2023-08-31 13:00:00",,,40.01,39.96,26.73,"2023-08-31","13","n"
"2023-08-31 14:00:00",,,44.15,,26.37,"2023-08-31","14","n"
"2023-08-31 15:00:00",,,48.11,,27.73,"2023-08-31","15","n"
"2023-08-31 16:00:00",,,57.83,55.65,32.02,"2023-08-31","16","n"
"2023-08-31 17:00:00",,,67.37,,,"2023-08-31","17","n"
"2023-08-31 18:00:00",,,77.09,70.11,,"2023-08-31","18","n"
"2023-08-31 19:00:00",,,78.17,75.42,19.44,"2023-08-31","19","n"
"2023-08-31 20:00:00",,,79.43,76.37,,"2023-08-31","20","n"
"2023-08-31 21:00:00",,,80.51,76.39,20.91,"2023-08-31","21","n"
"2023-08-31 22:00:00",,,79.07,76.28,21.85,"2023-08-31","22","n"
"2023-08-31 23:00:00",,,77.99,76.84,,"2023-08-31","23","n"
"2023-09-01 00:00:00",,,75.83,76.68,21.51,"2023-09-01","00","n"
"2023-09-01 01:00:00",,,69.53,75.54,,"2023-09-01","01","n"
"2023-09-01 02:00:00",,,62.51,73.51,,"2023-09-01","02","n"
"2023-09-01 03:00:00",,,55.31,70.14,,"2023-09-01","03","n"
"2023-09-01 04:00:00",,,51.35,67.68,,"2023-09-01","04","n"
"2023-09-01 05:00:00",,,47.21,67.39,,"2023-09-01","05","n"
"2023-09-01 06:00:00",,,62.33,66.04,,"2023-09-01","06","n"
"2023-09-01 07:00:00",,,62.15,65.73,,"2023-09-01","07","n"
"2023-09-01 08:00:00",,,61.61,65.07,,"2023-09-01","08","n"
"2023-09-01 09:00:00",,,60.89,64.54,,"2023-09-01","09","n"
"2023-09-01 10:00:00",,,59.27,63.72,,"2023-09-01","10","n"
"2023-09-01 11:00:00",,,59.81,63.03,,"2023-09-01","11","n"
"2023-09-01 12:00:00",,,62.51,62.58,24.12,"2023-09-01","12","n"
"2023-09-01 13:00:00",,,61.97,61.30,21.31,"2023-09-01","13","n"
"2023-09-01 14:00:00",,,62.51,62.91,,"2023-09-01","14","n"
"2023-09-01 15:00:00",,,63.95,63.75,27.09,"2023-09-01","15","n"
"2023-09-01 16:00:00",,,65.21,64.42,26.80,"2023-09-01","16","n"
"2023-09-01 17:00:00",,,66.83,65.71,26.33,"2023-09-01","17","n"
"2023-09-01 18:00:00",,,68.09,67.15,,"2023-09-01","18","n"
"2023-09-01 19:00:00",,,68.99,68.34,26.01,"2023-09-01","19","n"
"2023-09-01 20:00:00",,,70.07,69.73,,"2023-09-01","20","n"
"2023-09-01 21:00:00",,,70.43,70.12,,"2023-09-01","21","n"
"2023-09-01 22:00:00",,,70.43,70.07,,"2023-09-01","22","n"
"2023-09-01 23:00:00",,,69.89,69.46,,"2023-09-01","23","n"
"2023-09-02 00:00:00",,,69.17,69.12,27.93,"2023-09-02","00","n"
"2023-09-02 01:00:00",,,67.37,67.95,28.33,"2023-09-02","01","n"
"2023-09-02 02:00:00",,,65.39,65.82,28.58,"2023-09-02","02","n"
"2023-09-02 03:00:00",,,63.05,63.46,29.68,"2023-09-02","03","n"
"2023-09-02 04:00:00",,,61.25,61.61,29.70,"2023-09-02","04","n"
"2023-09-02 05:00:00",,,60.35,60.87,27.19,"2023-09-02","05","n"
"2023-09-02 06:00:00",,,59.99,60.13,25.07,"2023-09-02","06","n"
"2023-09-02 07:00:00",,,60.35,60.91,23.09,"2023-09-02","07","n"
"2023-09-02 08:00:00",,,60.53,60.93,25.56,"2023-09-02","08","n"
"2023-09-02 09:00:00",,,60.89,61.54,28.02,"2023-09-02","09","n"
"2023-09-02 10:00:00",,,60.89,61.41,33.12,"2023-09-02","10","n"
"2023-09-02 11:00:00",,,60.71,61.21,39.83,"2023-09-02","11","n"
"2023-09-02 12:00:00",,,60.71,60.89,42.13,"2023-09-02","12","n"
"2023-09-02 13:00:00",,,59.81,60.48,43.18,"2023-09-02","13","n"
"2023-09-02 14:00:00",,,59.63,59.74,43.36,"2023-09-02","14","n"
"2023-09-02 15:00:00",,,60.17,,,"2023-09-02","15","n"
"2023-09-02 16:00:00",,,61.97,,,"2023-09-02","16","n"
"2023-09-02 17:00:00",,,62.87,,,"2023-09-02","17","n"
"2023-09-02 18:00:00",,,63.95,,,"2023-09-02","18","n"
"2023-09-02 19:00:00",,,65.93,,,"2023-09-02","19","n"
"2023-09-02 20:00:00",,,63.95,,,"2023-09-02","20","n"
"2023-09-02 21:00:00",,,62.87,,,"2023-09-02","21","n"
"2023-09-02 22:00:00",,,66.29,,,"2023-09-02","22","n"
"2023-09-02 23:00:00",,,67.01,,,"2023-09-02","23","n"
"2023-09-03 00:00:00",,,66.83,,,"2023-09-03","00","n"
"2023-09-03 01:00:00",,,66.29,,,"2023-09-03","01","n"
"2023-09-03 02:00:00",,,63.41,,,"2023-09-03","02","n"
"2023-09-03 03:00:00",,,60.89,,,"2023-09-03","03","n"
"2023-09-03 04:00:00",,,60.17,,,"2023-09-03","04","n"
"2023-09-03 05:00:00",,,58.37,,,"2023-09-03","05","n"
"2023-09-03 06:00:00",,,58.37,,,"2023-09-03","06","n"
"2023-09-03 07:00:00",,,57.29,,,"2023-09-03","07","n"
"2023-09-03 08:00:00",,,56.57,,,"2023-09-03","08","n"
"2023-09-03 09:00:00",,,56.93,,,"2023-09-03","09","n"
"2023-09-03 10:00:00",,,56.93,,,"2023-09-03","10","n"
"2023-09-03 11:00:00",,,56.21,,,"2023-09-03","11","n"
"2023-09-03 12:00:00",,,56.39,,,"2023-09-03","12","n"
"2023-09-03 13:00:00",,,55.67,,,"2023-09-03","13","n"
"2023-09-03 14:00:00",,,54.95,,,"2023-09-03","14","n"
"2023-09-03 15:00:00",,,57.47,,,"2023-09-03","15","n"
"2023-09-03 16:00:00",,,58.91,,,"2023-09-03","16","n"
"2023-09-03 17:00:00",,,59.81,,,"2023-09-03","17","n"
"2023-09-03 18:00:00",,,59.09,,,"2023-09-03","18","n"
"2023-09-03 19:00:00",,,61.07,,,"2023-09-03","19","n"
"2023-09-03 20:00:00",,,62.15,,,"2023-09-03","20","n"
"2023-09-03 21:00:00",,,64.85,,,"2023-09-03","21","n"
"2023-09-03 22:00:00",,,63.41,,,"2023-09-03","22","n"
"2023-09-03 23:00:00",,,62.87,,,"2023-09-03","23","n"
"2023-09-04 00:00:00",,,60.17,,,"2023-09-04","00","n"
"2023-09-04 01:00:00",,,56.75,,,"2023-09-04","01","n"
"2023-09-04 02:00:00",,,53.15,,,"2023-09-04","02","n"
"2023-09-04 03:00:00",,,51.35,,,"2023-09-04","03","n"
"2023-09-04 04:00:00",,,50.27,,,"2023-09-04","04","n"
"2023-09-04 05:00:00",,,48.11,,,"2023-09-04","05","n"
"2023-09-04 06:00:00",,,46.85,,,"2023-09-04","06","n"
"2023-09-04 07:00:00",,,45.05,,,"2023-09-04","07","n"
"2023-09-04 08:00:00",,,43.61,,,"2023-09-04","08","n"
"2023-09-04 09:00:00",,,41.81,,,"2023-09-04","09","n"
"2023-09-04 10:00:00",,,39.83,,,"2023-09-04","10","n"
"2023-09-04 11:00:00",,,38.39,,,"2023-09-04","11","n"
"2023-09-04 12:00:00",,,37.49,,,"2023-09-04","12","n"
"2023-09-04 13:00:00",,,36.95,,,"2023-09-04","13","n"
"2023-09-04 14:00:00",,,37.49,,,"2023-09-04","14","n"
"2023-09-04 15:00:00",,,43.97,,,"2023-09-04","15","n"
"2023-09-04 16:00:00",,,49.73,,,"2023-09-04","16","n"
"2023-09-04 17:00:00",,,53.51,,,"2023-09-04","17","n"
"2023-09-04 18:00:00",,,57.11,,,"2023-09-04","18","n"
"2023-09-04 19:00:00",,,60.35,,,"2023-09-04","19","n"
"2023-09-04 20:00:00",,,63.41,,,"2023-09-04","20","n"
"2023-09-04 21:00:00",,,66.11,,,"2023-09-04","21","n"
"2023-09-04 22:00:00",,,68.09,,,"2023-09-04","22","n"
"2023-09-04 23:00:00",,,70.43,,,"2023-09-04","23","n"
"2023-09-05 00:00:00",,,70.97,,,"2023-09-05","00","n"
"2023-09-05 01:00:00",,,68.45,,,"2023-09-05","01","n"
"2023-09-05 02:00:00",,,63.77,,,"2023-09-05","02","n"
"2023-09-05 03:00:00",,,59.09,,,"2023-09-05","03","n"
"2023-09-05 04:00:00",,,56.03,,,"2023-09-05","04","n"
"2023-09-05 05:00:00",,,53.51,,,"2023-09-05","05","n"
"2023-09-05 06:00:00",,,50.27,,,"2023-09-05","06","n"
"2023-09-05 07:00:00",,,48.47,,,"2023-09-05","07","n"
"2023-09-05 08:00:00",,,47.57,,,"2023-09-05","08","n"
"2023-09-05 09:00:00",,,45.05,,,"2023-09-05","09","n"
"2023-09-05 10:00:00",,,43.07,,,"2023-09-05","10","n"
"2023-09-05 11:00:00",,,42.53,,,"2023-09-05","11","n"
"2023-09-05 12:00:00",,,40.91,,,"2023-09-05","12","n"
"2023-09-05 13:00:00",,,39.47,,,"2023-09-05","13","n"
"2023-09-05 14:00:00",,,40.37,,,"2023-09-05","14","n"
"2023-09-05 15:00:00",,,48.83,,,"2023-09-05","15","n"
"2023-09-05 16:00:00",,,54.95,,,"2023-09-05","16","n"
"2023-09-05 17:00:00",,,58.19,,,"2023-09-05","17","n"
"2023-09-05 18:00:00",,,62.87,,,"2023-09-05","18","n"
"2023-09-05 19:00:00",,,67.19,,,"2023-09-05","19","n"
"2023-09-05 20:00:00",,,71.15,,,"2023-09-05","20","n"
"2023-09-05 21:00:00",,,73.31,,,"2023-09-05","21","n"
"2023-09-05 22:00:00",,,74.39,74.08,31.03,"2023-09-05","22","n"
"2023-09-05 23:00:00",,,75.65,75.43,32.00,"2023-09-05","23","n"
"2023-09-06 00:00:00",,,75.83,75.58,31.44,"2023-09-06","00","n"
"2023-09-06 01:00:00",,,75.29,75.58,32.99,"2023-09-06","01","n"
"2023-09-06 02:00:00",,,72.41,74.05,33.22,"2023-09-06","02","n"
"2023-09-06 03:00:00",,,67.55,68.67,34.57,"2023-09-06","03","n"
"2023-09-06 04:00:00",,,63.95,64.90,36.46,"2023-09-06","04","n"
"2023-09-06 05:00:00",,,61.25,62.38,35.44,"2023-09-06","05","n"
"2023-09-06 06:00:00",,,57.47,57.52,34.54,"2023-09-06","06","n"
"2023-09-06 07:00:00",,,55.49,55.20,35.35,"2023-09-06","07","n"
"2023-09-06 08:00:00",,,53.69,53.02,34.79,"2023-09-06","08","n"
"2023-09-06 09:00:00",,,49.91,48.78,33.75,"2023-09-06","09","n"
"2023-09-06 10:00:00",,,47.75,46.62,32.68,"2023-09-06","10","n"
"2023-09-06 11:00:00",,,46.67,46.22,32.13,"2023-09-06","11","n"
"2023-09-06 12:00:00",,,45.77,45.25,31.53,"2023-09-06","12","n"
"2023-09-06 13:00:00",,,44.69,43.47,30.11,"2023-09-06","13","n"
"2023-09-06 14:00:00",,,43.97,42.22,28.87,"2023-09-06","14","n"
"2023-09-06 15:00:00",,,49.55,47.93,30.15,"2023-09-06","15","n"
"2023-09-06 16:00:00",,,56.75,55.81,36.03,"2023-09-06","16","n"
"2023-09-06 17:00:00",,,60.17,58.35,42.08,"2023-09-06","17","n"
"2023-09-06 18:00:00",,,64.67,63.03,41.09,"2023-09-06","18","n"
"2023-09-06 19:00:00",,,68.81,67.87,32.47,"2023-09-06","19","n"
"2023-09-06 20:00:00",,,70.61,70.11,29.77,"2023-09-06","20","n"
"2023-09-06 21:00:00",,,72.95,72.46,29.37,"2023-09-06","21","n"
"2023-09-06 22:00:00",,,74.57,74.39,23.86,"2023-09-06","22","n"
"2023-09-06 23:00:00",,,75.29,75.49,22.32,"2023-09-06","23","n"
"2023-09-07 00:00:00",,,75.29,75.78,23.40,"2023-09-07","00","n"
"2023-09-07 01:00:00",,,73.67,74.28,35.55,"2023-09-07","01","n"
"2023-09-07 02:00:00",,,70.61,71.73,40.05,"2023-09-07","02","n"
"2023-09-07 03:00:00",,,67.19,68.49,43.57,"2023-09-07","03","n"
"2023-09-07 04:00:00",,,64.31,65.26,45.59,"2023-09-07","04","n"
"2023-09-07 05:00:00",,,61.97,63.28,42.93,"2023-09-07","05","n"
"2023-09-07 06:00:00",,,58.55,59.00,38.88,"2023-09-07","06","n"
"2023-09-07 07:00:00",,,53.33,53.01,36.41,"2023-09-07","07","n"
"2023-09-07 08:00:00",,,53.51,53.42,36.10,"2023-09-07","08","n"
"2023-09-07 09:00:00",,,49.91,49.51,34.27,"2023-09-07","09","n"
"2023-09-07 10:00:00",,,46.13,45.16,32.54,"2023-09-07","10","n"
"2023-09-07 11:00:00",,,43.79,43.45,30.78,"2023-09-07","11","n"
"2023-09-07 12:00:00",,,41.81,40.60,28.31,"2023-09-07","12","n"
"2023-09-07 13:00:00",,,40.37,39.47,26.37,"2023-09-07","13","n"
"2023-09-07 14:00:00",,,40.55,38.98,25.59,"2023-09-07","14","n"
"2023-09-07 15:00:00",,,45.77,43.30,26.46,"2023-09-07","15","n"
"2023-09-07 16:00:00",,,54.41,53.46,34.50,"2023-09-07","16","n"
"2023-09-07 17:00:00",,,58.73,57.65,40.03,"2023-09-07","17","n"
"2023-09-07 18:00:00",,,63.05,61.02,42.91,"2023-09-07","18","n"
"2023-09-07 19:00:00",,,67.55,65.52,,"2023-09-07","19","n"
"2023-09-07 20:00:00",,,72.77,71.67,27.23,"2023-09-07","20","n"
"2023-09-07 21:00:00",,,75.11,74.57,17.22,"2023-09-07","21","n"
"2023-09-07 22:00:00",,,75.65,75.47,28.09,"2023-09-07","22","n"
"2023-09-07 23:00:00",,,75.47,75.24,27.68,"2023-09-07","23","n"
"2023-09-08 00:00:00",,,74.75,74.80,27.88,"2023-09-08","00","n"
"2023-09-08 01:00:00",,,72.95,73.47,32.49,"2023-09-08","01","n"
"2023-09-08 02:00:00",,,70.25,71.46,35.35,"2023-09-08","02","n"
"2023-09-08 03:00:00",,,67.73,69.03,36.75,"2023-09-08","03","n"
"2023-09-08 04:00:00",,,65.75,67.26,,"2023-09-08","04","n"
"2023-09-08 05:00:00",,,61.97,62.87,34.52,"2023-09-08","05","n"
"2023-09-08 06:00:00",,,60.89,63.09,33.19,"2023-09-08","06","n"
"2023-09-08 07:00:00",,,52.43,51.87,29.86,"2023-09-08","07","n"
"2023-09-08 08:00:00",,,50.63,49.80,28.18,"2023-09-08","08","n"
"2023-09-08 09:00:00",,,46.31,44.71,26.20,"2023-09-08","09","n"
"2023-09-08 10:00:00",,,44.51,44.19,24.71,"2023-09-08","10","n"
"2023-09-08 11:00:00",,,43.25,43.16,23.88,"2023-09-08","11","n"
"2023-09-08 12:00:00",,,40.37,40.62,22.35,"2023-09-08","12","n"
"2023-09-08 13:00:00",,,38.75,38.57,21.22,"2023-09-08","13","n"
"2023-09-08 14:00:00",,,37.85,36.90,21.51,"2023-09-08","14","n"
"2023-09-08 15:00:00",,,46.31,,22.98,"2023-09-08","15","n"
"2023-09-08 16:00:00",,,52.97,52.97,29.98,"2023-09-08","16","n"
"2023-09-08 17:00:00",,,61.07,,,"2023-09-08","17","n"
"2023-09-08 18:00:00",,,65.03,63.59,,"2023-09-08","18","n"
"2023-09-08 19:00:00",,,70.43,70.34,23.07,"2023-09-08","19","n"
"2023-09-08 20:00:00",,,74.75,74.37,18.64,"2023-09-08","20","n"
"2023-09-08 21:00:00",,,76.55,76.01,,"2023-09-08","21","n"
"2023-09-08 22:00:00",,,76.91,76.50,,"2023-09-08","22","n"
"2023-09-08 23:00:00",,,77.63,77.32,,"2023-09-08","23","n"
"2023-09-09 00:00:00",,,77.09,76.86,,"2023-09-09","00","n"
"2023-09-09 01:00:00",,,75.47,75.47,,"2023-09-09","01","n"
"2023-09-09 02:00:00",,,71.87,72.63,,"2023-09-09","02","n"
"2023-09-09 03:00:00",,,68.63,69.22,,"2023-09-09","03","n"
"2023-09-09 04:00:00",,,66.83,67.71,,"2023-09-09","04","n"
"2023-09-09 05:00:00",,,65.39,66.60,,"2023-09-09","05","n"
"2023-09-09 06:00:00",,,61.97,,38.44,"2023-09-09","06","n"
"2023-09-09 07:00:00",,,63.23,65.43,37.58,"2023-09-09","07","n"
"2023-09-09 08:00:00",,,58.73,,,"2023-09-09","08","n"
"2023-09-09 09:00:00",,,58.19,57.87,38.39,"2023-09-09","09","n"
"2023-09-09 10:00:00",,,57.11,55.81,37.40,"2023-09-09","10","n"
"2023-09-09 11:00:00",,,54.95,54.63,37.71,"2023-09-09","11","n"
"2023-09-09 12:00:00",,,54.77,55.26,38.73,"2023-09-09","12","n"
"2023-09-09 13:00:00",,,57.83,59.14,42.30,"2023-09-09","13","n"
"2023-09-09 14:00:00",,,61.43,63.55,45.66,"2023-09-09","14","n"
"2023-09-09 15:00:00",,,61.97,63.34,46.63,"2023-09-09","15","n"
"2023-09-09 16:00:00",,,63.59,63.32,47.28,"2023-09-09","16","n"
"2023-09-09 17:00:00",,,68.63,65.19,46.96,"2023-09-09","17","n"
"2023-09-09 18:00:00",,,65.39,65.05,48.11,"2023-09-09","18","n"
"2023-09-09 19:00:00",,,65.75,65.46,47.17,"2023-09-09","19","n"
"2023-09-09 20:00:00",,,63.23,61.61,45.81,"2023-09-09","20","n"
"2023-09-09 21:00:00",,,64.85,63.25,45.68,"2023-09-09","21","n"
"2023-09-09 22:00:00",,,67.37,67.41,43.32,"2023-09-09","22","n"
"2023-09-09 23:00:00",,,68.09,68.43,40.82,"2023-09-09","23","n"
"2023-09-10 00:00:00",,,68.81,69.24,41.92,"2023-09-10","00","n"
"2023-09-10 01:00:00",,,66.29,67.62,44.47,"2023-09-10","01","n"
"2023-09-10 02:00:00",,,64.31,64.99,47.84,"2023-09-10","02","n"
"2023-09-10 03:00:00",,,60.89,61.30,47.14,"2023-09-10","03","n"
"2023-09-10 04:00:00",,,58.73,58.77,44.22,"2023-09-10","04","n"
"2023-09-10 05:00:00",,,58.01,57.65,55.78,"2023-09-10","05","n"
"2023-09-10 06:00:00",,,55.67,55.78,,"2023-09-10","06","n"
"2023-09-10 07:00:00",,,53.51,52.95,,"2023-09-10","07","n"
"2023-09-10 08:00:00",,,52.07,51.40,,"2023-09-10","08","n"
"2023-09-10 09:00:00",,,52.07,51.22,,"2023-09-10","09","n"
"2023-09-10 10:00:00",,,50.09,49.80,,"2023-09-10","10","n"
"2023-09-10 11:00:00",,,50.27,50.25,,"2023-09-10","11","n"
"2023-09-10 12:00:00",,,49.01,49.23,,"2023-09-10","12","n"
"2023-09-10 13:00:00",,,48.11,48.00,,"2023-09-10","13","n"
"2023-09-10 14:00:00",,,47.93,46.80,,"2023-09-10","14","n"
"2023-09-10 15:00:00",,,52.79,,,"2023-09-10","15","n"
"2023-09-10 16:00:00",,,55.67,54.75,,"2023-09-10","16","n"
"2023-09-10 17:00:00",,,59.99,59.49,,"2023-09-10","17","n"
"2023-09-10 18:00:00",,,63.95,61.97,,"2023-09-10","18","n"
"2023-09-10 19:00:00",,,67.01,65.62,47.68,"2023-09-10","19","n"
"2023-09-10 20:00:00",,,69.71,67.55,43.05,"2023-09-10","20","n"
"2023-09-10 21:00:00",,,69.17,68.09,46.56,"2023-09-10","21","n"
"2023-09-10 22:00:00",,,70.79,70.32,46.72,"2023-09-10","22","n"
"2023-09-10 23:00:00",,,70.25,68.99,43.75,"2023-09-10","23","n"
"2023-09-11 00:00:00",,,66.47,65.50,43.39,"2023-09-11","00","n"
"2023-09-11 01:00:00",,,67.19,67.77,43.18,"2023-09-11","01","n"
"2023-09-11 02:00:00",,,65.03,64.17,46.83,"2023-09-11","02","n"
"2023-09-11 03:00:00",,,62.15,63.07,45.16,"2023-09-11","03","n"
"2023-09-11 04:00:00",,,58.19,,,"2023-09-11","04","n"
"2023-09-11 05:00:00",,,54.05,,,"2023-09-11","05","n"
"2023-09-11 06:00:00",,,50.63,,,"2023-09-11","06","n"
"2023-09-11 07:00:00",,,48.47,,,"2023-09-11","07","n"
"2023-09-11 08:00:00",,,47.39,,,"2023-09-11","08","n"
"2023-09-11 09:00:00",,,45.59,,,"2023-09-11","09","n"
"2023-09-11 10:00:00",,,45.41,,,"2023-09-11","10","n"
"2023-09-11 11:00:00",,,41.45,,,"2023-09-11","11","n"
"2023-09-11 12:00:00",,,41.81,,,"2023-09-11","12","n"
"2023-09-11 13:00:00",,,40.91,,,"2023-09-11","13","n"
"2023-09-11 14:00:00",,,46.85,,,"2023-09-11","14","n"
"2023-09-11 15:00:00",,,50.63,,,"2023-09-11","15","n"
"2023-09-11 16:00:00",,,56.21,,,"2023-09-11","16","n"
"2023-09-11 17:00:00",,,61.25,,,"2023-09-11","17","n"
"2023-09-11 18:00:00",,,66.11,,,"2023-09-11","18","n"
"2023-09-11 19:00:00",,,69.53,,,"2023-09-11","19","n"
"2023-09-11 20:00:00",,,71.87,,,"2023-09-11","20","n"
"2023-09-11 21:00:00",,,73.13,,,"2023-09-11","21","n"
"2023-09-11 22:00:00",,,73.67,,,"2023-09-11","22","n"
"2023-09-11 23:00:00",,,70.25,,,"2023-09-11","23","n"
"2023-09-12 00:00:00",,,68.99,,,"2023-09-12","00","n"
"2023-09-12 01:00:00",,,68.27,,,"2023-09-12","01","n"
"2023-09-12 02:00:00",,,67.01,,,"2023-09-12","02","n"
"2023-09-12 03:00:00",,,63.23,,,"2023-09-12","03","n"
"2023-09-12 04:00:00",,,60.53,,,"2023-09-12","04","n"
"2023-09-12 05:00:00",,,56.75,,,"2023-09-12","05","n"
"2023-09-12 06:00:00",,,55.13,,,"2023-09-12","06","n"
"2023-09-12 07:00:00",,,52.07,,,"2023-09-12","07","n"
"2023-09-12 08:00:00",,,51.53,,,"2023-09-12","08","n"
"2023-09-12 09:00:00",,,49.91,,,"2023-09-12","09","n"
"2023-09-12 10:00:00",,,49.19,,,"2023-09-12","10","n"
"2023-09-12 11:00:00",,,47.03,,,"2023-09-12","11","n"
"2023-09-12 12:00:00",,,45.05,,,"2023-09-12","12","n"
"2023-09-12 13:00:00",,,44.69,,,"2023-09-12","13","n"
"2023-09-12 14:00:00",,,45.77,,,"2023-09-12","14","n"
"2023-09-12 15:00:00",,,50.81,,,"2023-09-12","15","n"
"2023-09-12 16:00:00",,,56.93,,,"2023-09-12","16","n"
"2023-09-12 17:00:00",,,61.25,,,"2023-09-12","17","n"
"2023-09-12 18:00:00",,,65.57,,,"2023-09-12","18","n"
"2023-09-12 19:00:00",,,69.53,,,"2023-09-12","19","n"
"2023-09-12 20:00:00",,,70.61,69.26,40.10,"2023-09-12","20","n"
"2023-09-12 21:00:00",,,72.59,71.58,38.77,"2023-09-12","21","n"
"2023-09-12 22:00:00",,,73.85,73.47,30.85,"2023-09-12","22","n"
"2023-09-12 23:00:00",,,73.85,74.10,33.82,"2023-09-12","23","n"
"2023-09-13 00:00:00",,,72.59,72.25,38.12,"2023-09-13","00","n"
"2023-09-13 01:00:00",,,68.81,69.35,41.68,"2023-09-13","01","n"
"2023-09-13 02:00:00",,,68.27,69.96,39.38,"2023-09-13","02","n"
"2023-09-13 03:00:00",,,65.75,67.44,39.74,"2023-09-13","03","n"
"2023-09-13 04:00:00",,,63.59,65.26,41.18,"2023-09-13","04","n"
"2023-09-13 05:00:00",,,59.81,61.12,42.66,"2023-09-13","05","n"
"2023-09-13 06:00:00",,,58.73,61.11,42.75,"2023-09-13","06","n"
"2023-09-13 07:00:00",,,54.23,55.72,37.78,"2023-09-13","07","n"
"2023-09-13 08:00:00",,,50.45,50.95,34.81,"2023-09-13","08","n"
"2023-09-13 09:00:00",,,48.65,49.24,36.52,"2023-09-13","09","n"
"2023-09-13 10:00:00",,,47.75,48.42,44.28,"2023-09-13","10","n"
"2023-09-13 11:00:00",,,46.67,46.74,35.29,"2023-09-13","11","n"
"2023-09-13 12:00:00",,,44.15,44.78,,"2023-09-13","12","n"
"2023-09-13 13:00:00",,,43.97,44.42,,"2023-09-13","13","n"
"2023-09-13 14:00:00",,,44.33,44.28,,"2023-09-13","14","n"
"2023-09-13 15:00:00",,,48.29,46.27,,"2023-09-13","15","n"
"2023-09-13 16:00:00",,,55.49,54.63,,"2023-09-13","16","n"
"2023-09-13 17:00:00",,,60.35,58.95,,"2023-09-13","17","n"
"2023-09-13 18:00:00",,,66.29,,48.25,"2023-09-13","18","n"
"2023-09-13 19:00:00",,,67.37,65.52,39.11,"2023-09-13","19","n"
"2023-09-13 20:00:00",,,70.79,69.82,39.85,"2023-09-13","20","n"
"2023-09-13 21:00:00",,,72.95,71.91,37.58,"2023-09-13","21","n"
"2023-09-13 22:00:00",,,73.85,73.20,35.20,"2023-09-13","22","n"
"2023-09-13 23:00:00",,,74.75,74.48,34.21,"2023-09-13","23","n"
"2023-09-14 00:00:00",,,73.85,74.52,35.53,"2023-09-14","00","n"
"2023-09-14 01:00:00",,,70.07,70.84,39.04,"2023-09-14","01","n"
"2023-09-14 02:00:00",,,68.09,68.13,38.03,"2023-09-14","02","n"
