"Date","Snow Surface SublimationRate (in/hr)","Blowing Snow SublimationRate (in/hr)","Observed Blowing Snow","(Modeled)SnowMelt Rate (in/hr)","(Modeled)6-ft Relative Humidity (%)","(Modeled) 33-ft Wind Speed (mi/hr)","(Observed) 33-ft Wind Speed (mi/hr)","Date w/o Time","Hour","Forecasted from 0 UTC"
"2023-08-29 07:00:00",,,,,72.7,5.18,6.34,"2023-08-29","07","n"
"2023-08-29 08:00:00",,,,,77.7,5.64,5.87,"2023-08-29","08","n"
"2023-08-29 09:00:00",,,,,82.8,6.20,6.73,"2023-08-29","09","n"
"2023-08-29 10:00:00",,,,,84.4,6.34,7.71,"2023-08-29","10","n"
"2023-08-29 11:00:00",,,,,86.0,6.63,7.12,"2023-08-29","11","n"
"2023-08-29 12:00:00",,,,,87.6,7.02,6.96,"2023-08-29","12","n"
"2023-08-29 13:00:00",,,,,77.5,6.63,6.20,"2023-08-29","13","n"
"2023-08-29 14:00:00",,,,,67.5,6.13,6.27,"2023-08-29","14","n"
"2023-08-29 15:00:00",,,,,57.4,5.74,4.27,"2023-08-29","15","n"
"2023-08-29 16:00:00",,,,,41.3,4.84,1.66,"2023-08-29","16","n"
"2023-08-29 17:00:00",,,,,25.2,3.73,3.37,"2023-08-29","17","n"
"2023-08-29 18:00:00",,,,,9.1,2.84,3.74,"2023-08-29","18","n"
"2023-08-29 19:00:00",,,,,8.3,3.80,4.38,"2023-08-29","19","n"
"2023-08-29 20:00:00",,,,,7.5,4.66,3.44,"2023-08-29","20","n"
"2023-08-29 21:00:00",,,,,6.7,5.68,9.08,"2023-08-29","21","n"
"2023-08-29 22:00:00",,,,,8.2,5.81,7.94,"2023-08-29","22","n"
"2023-08-29 23:00:00",,,,,8.6,4.77,8.31,"2023-08-29","23","n"
"2023-08-30 00:00:00",,,,,9.1,3.80,6.88,"2023-08-30","00","n"
"2023-08-30 01:00:00",,,,,11.6,3.12,6.99,"2023-08-30","01","n"
"2023-08-30 02:00:00",,,,,14.0,5.46,10.96,"2023-08-30","02","n"
"2023-08-30 03:00:00",,,,,16.5,8.64,6.89,"2023-08-30","03","n"
"2023-08-30 04:00:00",,,,,21.9,8.59,4.74,"2023-08-30","04","n"
"2023-08-30 05:00:00",,,,,27.4,8.80,5.45,"2023-08-30","05","n"
"2023-08-30 06:00:00",,,,,32.8,9.09,5.52,"2023-08-30","06","n"
"2023-08-30 07:00:00",,,,,33.6,7.78,2.97,"2023-08-30","07","n"
"2023-08-30 08:00:00",,,,,34.3,6.34,4.93,"2023-08-30","08","n"
"2023-08-30 09:00:00",,,,,35.1,5.13,5.06,"2023-08-30","09","n"
"2023-08-30 10:00:00",,,,,35.9,4.53,5.05,"2023-08-30","10","n"
"2023-08-30 11:00:00",,,,,36.6,3.86,5.12,"2023-08-30","11","n"
"2023-08-30 12:00:00",,,,,37.4,3.52,5.34,"2023-08-30","12","n"
"2023-08-30 13:00:00",,,,,35.1,3.03,4.61,"2023-08-30","13","n"
"2023-08-30 14:00:00",,,,,32.9,2.30,6.29,"2023-08-30","14","n"
"2023-08-30 15:00:00",,,,,30.6,1.81,3.48,"2023-08-30","15","n"
"2023-08-30 16:00:00",,,,,25.6,0.39,0.33,"2023-08-30","16","n"
"2023-08-30 17:00:00",,,,,20.7,1.76,1.96,"2023-08-30","17","n"
"2023-08-30 18:00:00",,,,,15.7,3.36,4.37,"2023-08-30","18","n"
"2023-08-30 19:00:00",,,,,14.1,3.12,6.09,"2023-08-30","19","n"
"2023-08-30 20:00:00",,,,,12.5,3.00,7.28,"2023-08-30","20","n"
"2023-08-30 21:00:00",,,,,10.9,2.78,7.44,"2023-08-30","21","n"
"2023-08-30 22:00:00",,,,,15.5,3.61,7.53,"2023-08-30","22","n"
"2023-08-30 23:00:00",,,,,15.4,4.02,6.41,"2023-08-30","23","n"
"2023-08-31 00:00:00",,,,,15.3,4.20,5.55,"2023-08-31","00","n"
"2023-08-31 01:00:00",,,,,18.4,5.31,4.57,"2023-08-31","01","n"
"2023-08-31 02:00:00",,,,,21.6,6.98,3.06,"2023-08-31","02","n"
"2023-08-31 03:00:00",,,,,24.7,9.13,7.89,"2023-08-31","03","n"
"2023-08-31 04:00:00",,,,,30.4,6.78,9.56,"2023-08-31","04","n"
"2023-08-31 05:00:00",,,,,36.0,4.79,8.17,"2023-08-31","05","n"
"2023-08-31 06:00:00",,,,,41.7,2.99,7.93,"2023-08-31","06","n"
"2023-08-31 07:00:00",,,,,46.8,1.11,6.63,"2023-08-31","07","n"
"2023-08-31 08:00:00",,,,,52.0,2.01,6.25,"2023-08-31","08","n"
"2023-08-31 09:00:00",,,,,57.1,4.26,7.31,"2023-08-31","09","n"
"2023-08-31 10:00:00",,,,,53.1,5.99,6.49,"2023-08-31","10","n"
"2023-08-31 11:00:00",,,,,49.0,7.65,6.65,"2023-08-31","11","n"
"2023-08-31 12:00:00",,,,,45.0,9.37,7.48,"2023-08-31","12","n"
"2023-08-31 13:00:00",,,,,40.3,9.30,7.56,"2023-08-31","13","n"
"2023-08-31 14:00:00",,,,,35.6,9.09,6.94,"2023-08-31","14","n"
"2023-08-31 15:00:00",,,,,30.9,9.04,5.01,"2023-08-31","15","n"
"2023-08-31 16:00:00",,,,,24.2,10.21,0.62,"2023-08-31","16","n"
"2023-08-31 17:00:00",,,,,17.5,11.55,1.70,"2023-08-31","17","n"
"2023-08-31 18:00:00",,,,,10.8,13.20,3.13,"2023-08-31","18","n"
"2023-08-31 19:00:00",,,,,10.1,14.80,14.82,"2023-08-31","19","n"
"2023-08-31 20:00:00",,,,,9.4,16.70,,"2023-08-31","20","n"
"2023-08-31 21:00:00",,,,,8.7,18.37,,"2023-08-31","21","n"
"2023-08-31 22:00:00",,,,,9.6,18.95,,"2023-08-31","22","n"
"2023-08-31 23:00:00",,,,,9.9,17.88,,"2023-08-31","23","n"
"2023-09-01 00:00:00",,,,,12.9,18.70,22.84,"2023-09-01","00","n"
"2023-09-01 01:00:00",,,,,14.7,14.73,,"2023-09-01","01","n"
"2023-09-01 02:00:00",,,,,19.1,12.90,,"2023-09-01","02","n"
"2023-09-01 03:00:00",,,,,23.6,10.95,,"2023-09-01","03","n"
"2023-09-01 04:00:00",,,,,30.7,10.62,20.43,"2023-09-01","04","n"
"2023-09-01 05:00:00",,,,,37.7,10.09,,"2023-09-01","05","n"
"2023-09-01 06:00:00",,,,,22.0,17.27,,"2023-09-01","06","n"
"2023-09-01 07:00:00",,,,,21.5,16.82,,"2023-09-01","07","n"
"2023-09-01 08:00:00",,,,,20.0,15.43,,"2023-09-01","08","n"
"2023-09-01 09:00:00",,,,,18.7,16.19,,"2023-09-01","09","n"
"2023-09-01 10:00:00",,,,,24.6,15.65,,"2023-09-01","10","n"
"2023-09-01 11:00:00",,,,,25.6,15.17,,"2023-09-01","11","n"
"2023-09-01 12:00:00",,,,,28.2,13.31,,"2023-09-01","12","n"
"2023-09-01 13:00:00",,,,,24.8,15.59,17.03,"2023-09-01","13","n"
"2023-09-01 14:00:00",,,,,26.5,15.76,20.29,"2023-09-01","14","n"
"2023-09-01 15:00:00",,,,,20.8,17.46,,"2023-09-01","15","n"
"2023-09-01 16:00:00",,,,,18.1,20.49,,"2023-09-01","16","n"
"2023-09-01 17:00:00",,,,,16.8,19.85,,"2023-09-01","17","n"
"2023-09-01 18:00:00",,,,,17.7,21.67,,"2023-09-01","18","n"
"2023-09-01 19:00:00",,,,,17.9,21.66,31.12,"2023-09-01","19","n"
"2023-09-01 20:00:00",,,,,19.8,23.00,27.96,"2023-09-01","20","n"
"2023-09-01 21:00:00",,,,,16.6,23.17,27.07,"2023-09-01","21","n"
"2023-09-01 22:00:00",,,,,16.7,23.96,29.72,"2023-09-01","22","n"
"2023-09-01 23:00:00",,,,,17.4,21.99,29.03,"2023-09-01","23","n"
"2023-09-02 00:00:00",,,,,18.2,20.61,26.66,"2023-09-02","00","n"
"2023-09-02 01:00:00",,,,,26.1,18.36,23.04,"2023-09-02","01","n"
"2023-09-02 02:00:00",,,,,30.6,14.26,20.55,"2023-09-02","02","n"
"2023-09-02 03:00:00",,,,,35.3,10.90,18.99,"2023-09-02","03","n"
"2023-09-02 04:00:00",,,,,36.4,11.53,17.10,"2023-09-02","04","n"
"2023-09-02 05:00:00",,,,,38.3,12.31,17.34,"2023-09-02","05","n"
"2023-09-02 06:00:00",,,,,42.0,13.14,17.56,"2023-09-02","06","n"
"2023-09-02 07:00:00",,,,,44.8,12.36,,"2023-09-02","07","n"
"2023-09-02 08:00:00",,,,,45.7,11.48,,"2023-09-02","08","n"
"2023-09-02 09:00:00",,,,,46.7,10.24,,"2023-09-02","09","n"
"2023-09-02 10:00:00",,,,,52.9,11.73,,"2023-09-02","10","n"
"2023-09-02 11:00:00",,,,,56.4,11.64,,"2023-09-02","11","n"
"2023-09-02 12:00:00",,,,,56.9,11.71,,"2023-09-02","12","n"
"2023-09-02 13:00:00",,,,,63.1,10.25,,"2023-09-02","13","n"
"2023-09-02 14:00:00",,,,,63.7,8.42,13.95,"2023-09-02","14","n"
"2023-09-02 15:00:00",,,,,60.8,11.46,,"2023-09-02","15","n"
"2023-09-02 16:00:00",,,,,60.8,13.55,,"2023-09-02","16","n"
"2023-09-02 17:00:00",,,,,52.5,16.99,,"2023-09-02","17","n"
"2023-09-02 18:00:00",,,,,48.8,17.32,,"2023-09-02","18","n"
"2023-09-02 19:00:00",,,,,49.7,17.32,,"2023-09-02","19","n"
"2023-09-02 20:00:00",,,,,57.7,15.72,,"2023-09-02","20","n"
"2023-09-02 21:00:00",,,,,65.6,15.10,,"2023-09-02","21","n"
"2023-09-02 22:00:00",,,,,43.3,18.85,,"2023-09-02","22","n"
"2023-09-02 23:00:00",,,,,47.4,16.20,,"2023-09-02","23","n"
"2023-09-03 00:00:00",,,,,46.2,18.22,,"2023-09-03","00","n"
"2023-09-03 01:00:00",,,,,42.3,16.42,,"2023-09-03","01","n"
"2023-09-03 02:00:00",,,,,44.5,14.27,,"2023-09-03","02","n"
"2023-09-03 03:00:00",,,,,52.0,10.71,,"2023-09-03","03","n"
"2023-09-03 04:00:00",,,,,56.5,7.19,,"2023-09-03","04","n"
"2023-09-03 05:00:00",,,,,59.9,6.18,,"2023-09-03","05","n"
"2023-09-03 06:00:00",,,,,58.7,5.88,,"2023-09-03","06","n"
"2023-09-03 07:00:00",,,,,60.5,6.70,,"2023-09-03","07","n"
"2023-09-03 08:00:00",,,,,59.6,7.62,,"2023-09-03","08","n"
"2023-09-03 09:00:00",,,,,58.8,7.60,,"2023-09-03","09","n"
"2023-09-03 10:00:00",,,,,58.6,8.19,,"2023-09-03","10","n"
"2023-09-03 11:00:00",,,,,52.9,7.85,,"2023-09-03","11","n"
"2023-09-03 12:00:00",,,,,55.9,7.52,,"2023-09-03","12","n"
"2023-09-03 13:00:00",,,,,60.5,7.39,,"2023-09-03","13","n"
"2023-09-03 14:00:00",,,,,61.3,7.10,,"2023-09-03","14","n"
"2023-09-03 15:00:00",,,,,58.4,7.57,,"2023-09-03","15","n"
"2023-09-03 16:00:00",,,,,50.4,9.37,,"2023-09-03","16","n"
"2023-09-03 17:00:00",,,,,43.5,11.58,,"2023-09-03","17","n"
"2023-09-03 18:00:00",,,,,45.3,13.79,,"2023-09-03","18","n"
"2023-09-03 19:00:00",,,,,41.9,16.61,,"2023-09-03","19","n"
"2023-09-03 20:00:00",,,,,44.8,15.85,,"2023-09-03","20","n"
"2023-09-03 21:00:00",,,,,36.8,12.48,,"2023-09-03","21","n"
"2023-09-03 22:00:00",,,,,41.1,13.30,,"2023-09-03","22","n"
"2023-09-03 23:00:00",,,,,42.7,9.96,,"2023-09-03","23","n"
"2023-09-04 00:00:00",,,,,51.3,14.16,,"2023-09-04","00","n"
"2023-09-04 01:00:00",,,,,59.0,14.29,,"2023-09-04","01","n"
"2023-09-04 02:00:00",,,,,62.6,14.18,,"2023-09-04","02","n"
"2023-09-04 03:00:00",,,,,64.9,12.09,,"2023-09-04","03","n"
"2023-09-04 04:00:00",,,,,61.0,7.30,,"2023-09-04","04","n"
"2023-09-04 05:00:00",,,,,70.9,4.97,,"2023-09-04","05","n"
"2023-09-04 06:00:00",,,,,73.0,3.91,,"2023-09-04","06","n"
"2023-09-04 07:00:00",,,,,77.3,3.38,,"2023-09-04","07","n"
"2023-09-04 08:00:00",,,,,80.8,1.73,,"2023-09-04","08","n"
"2023-09-04 09:00:00",,,,,86.3,2.84,,"2023-09-04","09","n"
"2023-09-04 10:00:00",,,,,91.0,3.54,,"2023-09-04","10","n"
"2023-09-04 11:00:00",,,,,89.2,2.01,,"2023-09-04","11","n"
"2023-09-04 12:00:00",,,,,87.7,1.06,,"2023-09-04","12","n"
"2023-09-04 13:00:00",,,,,88.5,1.41,,"2023-09-04","13","n"
"2023-09-04 14:00:00",,,,,91.4,1.84,,"2023-09-04","14","n"
"2023-09-04 15:00:00",,,,,85.5,1.13,,"2023-09-04","15","n"
"2023-09-04 16:00:00",,,,,74.9,0.95,,"2023-09-04","16","n"
"2023-09-04 17:00:00",,,,,60.0,0.88,,"2023-09-04","17","n"
"2023-09-04 18:00:00",,,,,48.2,0.18,,"2023-09-04","18","n"
"2023-09-04 19:00:00",,,,,43.9,0.53,,"2023-09-04","19","n"
"2023-09-04 20:00:00",,,,,38.9,1.49,,"2023-09-04","20","n"
"2023-09-04 21:00:00",,,,,36.2,1.50,,"2023-09-04","21","n"
"2023-09-04 22:00:00",,,,,31.7,1.51,,"2023-09-04","22","n"
"2023-09-04 23:00:00",,,,,23.6,2.82,,"2023-09-04","23","n"
"2023-09-05 00:00:00",,,,,21.3,4.29,,"2023-09-05","00","n"
"2023-09-05 01:00:00",,,,,26.7,7.63,,"2023-09-05","01","n"
"2023-09-05 02:00:00",,,,,30.9,8.28,,"2023-09-05","02","n"
"2023-09-05 03:00:00",,,,,42.3,7.03,,"2023-09-05","03","n"
"2023-09-05 04:00:00",,,,,51.3,6.38,,"2023-09-05","04","n"
"2023-09-05 05:00:00",,,,,49.8,3.52,,"2023-09-05","05","n"
"2023-09-05 06:00:00",,,,,54.1,3.34,,"2023-09-05","06","n"
"2023-09-05 07:00:00",,,,,56.0,2.84,,"2023-09-05","07","n"
"2023-09-05 08:00:00",,,,,59.4,2.30,,"2023-09-05","08","n"
"2023-09-05 09:00:00",,,,,62.1,2.01,,"2023-09-05","09","n"
"2023-09-05 10:00:00",,,,,67.7,1.27,,"2023-09-05","10","n"
"2023-09-05 11:00:00",,,,,75.1,1.25,,"2023-09-05","11","n"
"2023-09-05 12:00:00",,,,,78.0,1.81,,"2023-09-05","12","n"
"2023-09-05 13:00:00",,,,,81.9,1.07,,"2023-09-05","13","n"
"2023-09-05 14:00:00",,,,,82.3,2.45,,"2023-09-05","14","n"
"2023-09-05 15:00:00",,,,,78.1,0.56,,"2023-09-05","15","n"
"2023-09-05 16:00:00",,,,,59.9,1.07,,"2023-09-05","16","n"
"2023-09-05 17:00:00",,,,,56.3,0.73,,"2023-09-05","17","n"
"2023-09-05 18:00:00",,,,,39.4,1.62,,"2023-09-05","18","n"
"2023-09-05 19:00:00",,,,,27.9,2.87,,"2023-09-05","19","n"
"2023-09-05 20:00:00",,,,,20.5,1.51,,"2023-09-05","20","n"
"2023-09-05 21:00:00",,,,,18.9,2.95,,"2023-09-05","21","n"
"2023-09-05 22:00:00",,,,,14.7,2.69,4.30,"2023-09-05","22","n"
"2023-09-05 23:00:00",,,,,19.3,4.26,4.97,"2023-09-05","23","n"
"2023-09-06 00:00:00",,,,,18.1,5.64,4.41,"2023-09-06","00","n"
"2023-09-06 01:00:00",,,,,16.4,7.12,3.77,"2023-09-06","01","n"
"2023-09-06 02:00:00",,,,,21.8,7.47,10.54,"2023-09-06","02","n"
"2023-09-06 03:00:00",,,,,35.0,5.89,7.11,"2023-09-06","03","n"
"2023-09-06 04:00:00",,,,,39.1,3.79,5.72,"2023-09-06","04","n"
"2023-09-06 05:00:00",,,,,42.0,3.25,4.90,"2023-09-06","05","n"
"2023-09-06 06:00:00",,,,,44.1,3.63,5.45,"2023-09-06","06","n"
"2023-09-06 07:00:00",,,,,44.4,2.89,6.57,"2023-09-06","07","n"
"2023-09-06 08:00:00",,,,,48.9,2.21,4.42,"2023-09-06","08","n"
"2023-09-06 09:00:00",,,,,55.0,1.81,4.55,"2023-09-06","09","n"
"2023-09-06 10:00:00",,,,,68.0,0.79,4.29,"2023-09-06","10","n"
"2023-09-06 11:00:00",,,,,79.6,0.18,5.44,"2023-09-06","11","n"
"2023-09-06 12:00:00",,,,,80.6,0.35,5.83,"2023-09-06","12","n"
"2023-09-06 13:00:00",,,,,79.8,0.25,6.85,"2023-09-06","13","n"
"2023-09-06 14:00:00",,,,,86.0,0.35,6.05,"2023-09-06","14","n"
"2023-09-06 15:00:00",,,,,83.9,0.18,4.21,"2023-09-06","15","n"
"2023-09-06 16:00:00",,,,,67.8,1.03,2.98,"2023-09-06","16","n"
"2023-09-06 17:00:00",,,,,52.2,0.79,3.12,"2023-09-06","17","n"
"2023-09-06 18:00:00",,,,,37.9,1.74,2.60,"2023-09-06","18","n"
"2023-09-06 19:00:00",,,,,28.6,2.52,4.49,"2023-09-06","19","n"
"2023-09-06 20:00:00",,,,,20.6,4.93,5.42,"2023-09-06","20","n"
"2023-09-06 21:00:00",,,,,17.0,7.33,4.19,"2023-09-06","21","n"
"2023-09-06 22:00:00",,,,,16.0,10.95,3.81,"2023-09-06","22","n"
"2023-09-06 23:00:00",,,,,17.3,10.79,4.94,"2023-09-06","23","n"
"2023-09-07 00:00:00",,,,,21.8,11.39,5.51,"2023-09-07","00","n"
"2023-09-07 01:00:00",,,,,22.7,10.94,9.15,"2023-09-07","01","n"
"2023-09-07 02:00:00",,,,,28.4,8.60,13.91,"2023-09-07","02","n"
"2023-09-07 03:00:00",,,,,34.7,5.86,13.68,"2023-09-07","03","n"
"2023-09-07 04:00:00",,,,,37.9,5.13,12.67,"2023-09-07","04","n"
"2023-09-07 05:00:00",,,,,42.5,3.70,4.52,"2023-09-07","05","n"
"2023-09-07 06:00:00",,,,,42.3,1.25,3.91,"2023-09-07","06","n"
"2023-09-07 07:00:00",,,,,46.1,2.64,6.41,"2023-09-07","07","n"
"2023-09-07 08:00:00",,,,,48.7,1.94,5.51,"2023-09-07","08","n"
"2023-09-07 09:00:00",,,,,51.1,1.97,7.03,"2023-09-07","09","n"
"2023-09-07 10:00:00",,,,,49.2,1.62,7.06,"2023-09-07","10","n"
"2023-09-07 11:00:00",,,,,56.5,0.63,7.32,"2023-09-07","11","n"
"2023-09-07 12:00:00",,,,,49.9,1.27,7.42,"2023-09-07","12","n"
"2023-09-07 13:00:00",,,,,53.5,0.73,6.63,"2023-09-07","13","n"
"2023-09-07 14:00:00",,,,,56.0,0.56,6.79,"2023-09-07","14","n"
"2023-09-07 15:00:00",,,,,53.1,1.42,5.21,"2023-09-07","15","n"
"2023-09-07 16:00:00",,,,,51.3,0.25,0.87,"2023-09-07","16","n"
"2023-09-07 17:00:00",,,,,41.0,0.95,2.99,"2023-09-07","17","n"
"2023-09-07 18:00:00",,,,,29.4,1.90,4.53,"2023-09-07","18","n"
"2023-09-07 19:00:00",,,,,21.8,3.46,5.27,"2023-09-07","19","n"
"2023-09-07 20:00:00",,,,,13.5,8.52,6.76,"2023-09-07","20","n"
"2023-09-07 21:00:00",,,,,12.7,13.64,5.33,"2023-09-07","21","n"
"2023-09-07 22:00:00",,,,,14.5,15.38,18.46,"2023-09-07","22","n"
"2023-09-07 23:00:00",,,,,17.3,14.45,21.02,"2023-09-07","23","n"
"2023-09-08 00:00:00",,,,,19.4,13.97,19.46,"2023-09-08","00","n"
"2023-09-08 01:00:00",,,,,22.7,12.47,18.50,"2023-09-08","01","n"
"2023-09-08 02:00:00",,,,,27.4,9.96,18.58,"2023-09-08","02","n"
"2023-09-08 03:00:00",,,,,32.8,8.28,18.12,"2023-09-08","03","n"
"2023-09-08 04:00:00",,,,,36.4,6.49,,"2023-09-08","04","n"
"2023-09-08 05:00:00",,,,,38.6,7.26,13.23,"2023-09-08","05","n"
"2023-09-08 06:00:00",,,,,40.5,6.54,7.32,"2023-09-08","06","n"
"2023-09-08 07:00:00",,,,,40.3,4.32,7.62,"2023-09-08","07","n"
"2023-09-08 08:00:00",,,,,39.9,3.70,7.14,"2023-09-08","08","n"
"2023-09-08 09:00:00",,,,,39.7,1.77,7.08,"2023-09-08","09","n"
"2023-09-08 10:00:00",,,,,41.5,2.21,7.67,"2023-09-08","10","n"
"2023-09-08 11:00:00",,,,,45.6,1.41,7.07,"2023-09-08","11","n"
"2023-09-08 12:00:00",,,,,54.6,0.39,7.32,"2023-09-08","12","n"
"2023-09-08 13:00:00",,,,,72.0,0.39,7.10,"2023-09-08","13","n"
"2023-09-08 14:00:00",,,,,87.0,0.53,6.69,"2023-09-08","14","n"
"2023-09-08 15:00:00",,,,,93.2,1.03,5.05,"2023-09-08","15","n"
"2023-09-08 16:00:00",,,,,66.9,0.18,1.83,"2023-09-08","16","n"
"2023-09-08 17:00:00",,,,,40.3,1.28,3.12,"2023-09-08","17","n"
"2023-09-08 18:00:00",,,,,27.6,2.60,2.32,"2023-09-08","18","n"
"2023-09-08 19:00:00",,,,,23.6,4.35,3.40,"2023-09-08","19","n"
"2023-09-08 20:00:00",,,,,15.1,8.06,8.74,"2023-09-08","20","n"
"2023-09-08 21:00:00",,,,,12.8,13.07,17.01,"2023-09-08","21","n"
"2023-09-08 22:00:00",,,,,11.8,16.01,,"2023-09-08","22","n"
"2023-09-08 23:00:00",,,,,13.1,14.72,15.44,"2023-09-08","23","n"
"2023-09-09 00:00:00",,,,,13.5,14.09,12.98,"2023-09-09","00","n"
"2023-09-09 01:00:00",,,,,15.9,13.32,12.98,"2023-09-09","01","n"
"2023-09-09 02:00:00",,,,,24.9,10.64,,"2023-09-09","02","n"
"2023-09-09 03:00:00",,,,,36.3,9.53,,"2023-09-09","03","n"
"2023-09-09 04:00:00",,,,,43.5,9.77,16.70,"2023-09-09","04","n"
"2023-09-09 05:00:00",,,,,47.2,7.64,11.54,"2023-09-09","05","n"
"2023-09-09 06:00:00",,,,,47.9,7.30,1.30,"2023-09-09","06","n"
"2023-09-09 07:00:00",,,,,49.8,6.62,0.54,"2023-09-09","07","n"
"2023-09-09 08:00:00",,,,,51.3,7.02,8.42,"2023-09-09","08","n"
"2023-09-09 09:00:00",,,,,52.9,6.88,4.80,"2023-09-09","09","n"
"2023-09-09 10:00:00",,,,,50.5,6.35,5.49,"2023-09-09","10","n"
"2023-09-09 11:00:00",,,,,54.0,4.93,6.51,"2023-09-09","11","n"
"2023-09-09 12:00:00",,,,,65.5,3.52,5.79,"2023-09-09","12","n"
"2023-09-09 13:00:00",,,,,55.4,5.08,0.55,"2023-09-09","13","n"
"2023-09-09 14:00:00",,,,,61.7,6.23,11.76,"2023-09-09","14","n"
"2023-09-09 15:00:00",,,,,56.5,6.47,13.31,"2023-09-09","15","n"
"2023-09-09 16:00:00",,,,,51.0,15.96,13.05,"2023-09-09","16","n"
"2023-09-09 17:00:00",,,,,47.5,14.02,,"2023-09-09","17","n"
"2023-09-09 18:00:00",,,,,46.8,13.47,,"2023-09-09","18","n"
"2023-09-09 19:00:00",,,,,42.7,16.31,,"2023-09-09","19","n"
"2023-09-09 20:00:00",,,,,47.2,11.09,,"2023-09-09","20","n"
"2023-09-09 21:00:00",,,,,45.0,7.82,6.23,"2023-09-09","21","n"
"2023-09-09 22:00:00",,,,,58.5,4.50,8.25,"2023-09-09","22","n"
"2023-09-09 23:00:00",,,,,59.4,3.17,10.46,"2023-09-09","23","n"
"2023-09-10 00:00:00",,,,,48.9,1.18,7.00,"2023-09-10","00","n"
"2023-09-10 01:00:00",,,,,66.4,4.02,8.21,"2023-09-10","01","n"
"2023-09-10 02:00:00",,,,,60.5,3.12,4.27,"2023-09-10","02","n"
"2023-09-10 03:00:00",,,,,67.4,4.42,5.93,"2023-09-10","03","n"
"2023-09-10 04:00:00",,,,,74.6,1.18,3.89,"2023-09-10","04","n"
"2023-09-10 05:00:00",,,,,78.5,2.52,2.32,"2023-09-10","05","n"
"2023-09-10 06:00:00",,,,,77.2,3.81,5.14,"2023-09-10","06","n"
"2023-09-10 07:00:00",,,,,74.4,1.97,4.53,"2023-09-10","07","n"
"2023-09-10 08:00:00",,,,,83.5,1.28,1.20,"2023-09-10","08","n"
"2023-09-10 09:00:00",,,,,81.9,1.73,4.55,"2023-09-10","09","n"
"2023-09-10 10:00:00",,,,,83.8,0.79,4.41,"2023-09-10","10","n"
"2023-09-10 11:00:00",,,,,78.0,0.35,4.46,"2023-09-10","11","n"
"2023-09-10 12:00:00",,,,,75.0,0.50,4.19,"2023-09-10","12","n"
"2023-09-10 13:00:00",,,,,76.1,1.13,5.20,"2023-09-10","13","n"
"2023-09-10 14:00:00",,,,,78.7,0.50,5.44,"2023-09-10","14","n"
"2023-09-10 15:00:00",,,,,84.5,1.38,4.26,"2023-09-10","15","n"
"2023-09-10 16:00:00",,,,,78.8,0.63,2.28,"2023-09-10","16","n"
"2023-09-10 17:00:00",,,,,75.0,1.57,2.30,"2023-09-10","17","n"
"2023-09-10 18:00:00",,,,,58.2,1.66,5.42,"2023-09-10","18","n"
"2023-09-10 19:00:00",,,,,46.5,2.45,4.71,"2023-09-10","19","n"
"2023-09-10 20:00:00",,,,,38.4,3.59,6.84,"2023-09-10","20","n"
"2023-09-10 21:00:00",,,,,45.4,8.46,8.42,"2023-09-10","21","n"
"2023-09-10 22:00:00",,,,,34.5,7.72,5.83,"2023-09-10","22","n"
"2023-09-10 23:00:00",,,,,30.2,0.56,17.09,"2023-09-10","23","n"
"2023-09-11 00:00:00",,,,,48.4,1.27,13.72,"2023-09-11","00","n"
"2023-09-11 01:00:00",,,,,41.8,6.85,3.77,"2023-09-11","01","n"
"2023-09-11 02:00:00",,,,,41.2,3.79,5.93,"2023-09-11","02","n"
"2023-09-11 03:00:00",,,,,64.2,4.40,5.90,"2023-09-11","03","n"
"2023-09-11 04:00:00",,,,,68.5,0.88,,"2023-09-11","04","n"
"2023-09-11 05:00:00",,,,,69.1,1.59,,"2023-09-11","05","n"
"2023-09-11 06:00:00",,,,,79.8,0.00,,"2023-09-11","06","n"
"2023-09-11 07:00:00",,,,,88.9,0.50,,"2023-09-11","07","n"
"2023-09-11 08:00:00",,,,,93.8,1.74,,"2023-09-11","08","n"
"2023-09-11 09:00:00",,,,,93.2,1.74,,"2023-09-11","09","n"
"2023-09-11 10:00:00",,,,,88.7,0.50,,"2023-09-11","10","n"
"2023-09-11 11:00:00",,,,,95.4,0.50,,"2023-09-11","11","n"
"2023-09-11 12:00:00",,,,,92.9,0.50,,"2023-09-11","12","n"
"2023-09-11 13:00:00",,,,,92.1,0.25,,"2023-09-11","13","n"
"2023-09-11 14:00:00",,,,,91.7,0.25,,"2023-09-11","14","n"
"2023-09-11 15:00:00",,,,,94.8,0.75,,"2023-09-11","15","n"
"2023-09-11 16:00:00",,,,,79.8,0.39,,"2023-09-11","16","n"
"2023-09-11 17:00:00",,,,,70.1,0.18,,"2023-09-11","17","n"
"2023-09-11 18:00:00",,,,,52.5,1.11,,"2023-09-11","18","n"
"2023-09-11 19:00:00",,,,,37.2,1.07,,"2023-09-11","19","n"
"2023-09-11 20:00:00",,,,,28.4,1.94,,"2023-09-11","20","n"
"2023-09-11 21:00:00",,,,,23.3,3.61,,"2023-09-11","21","n"
"2023-09-11 22:00:00",,,,,19.0,5.86,,"2023-09-11","22","n"
"2023-09-11 23:00:00",,,,,24.5,6.54,,"2023-09-11","23","n"
"2023-09-12 00:00:00",,,,,42.3,9.71,,"2023-09-12","00","n"
"2023-09-12 01:00:00",,,,,39.7,4.26,,"2023-09-12","01","n"
