#,Date-Time (PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Host Connected,End of File
4419,06/05/2024 18:53:56,27.30,20.73,2.89,,
4420,06/05/2024 18:58:56,27.23,20.95,2.98,,
4421,06/05/2024 19:03:56,27.13,20.83,2.83,,
4422,06/05/2024 19:08:56,27.06,23.27,4.34,,
4423,06/05/2024 19:13:56,26.96,21.37,3.04,,
4424,06/05/2024 19:18:56,26.87,21.32,2.94,,
4425,06/05/2024 19:23:56,26.82,21.24,2.84,,
4426,06/05/2024 19:28:56,26.81,21.30,2.87,,
4427,06/05/2024 19:33:56,27.04,21.59,3.25,,
4428,06/05/2024 19:38:56,27.22,21.11,3.08,,
4429,06/05/2024 19:43:56,27.17,24.53,5.18,,
4430,06/05/2024 19:48:56,26.87,24.83,5.11,,
4431,06/05/2024 19:53:56,26.51,25.10,4.95,,
4432,06/05/2024 19:58:56,26.19,25.32,4.81,,
4433,06/05/2024 20:03:56,25.89,26.07,4.97,,
4434,06/05/2024 20:08:56,25.60,26.91,5.18,,
4435,06/05/2024 20:13:56,25.27,27.50,5.21,,
4436,06/05/2024 20:18:56,24.97,27.90,5.16,,
4437,06/05/2024 20:23:56,24.70,27.80,4.89,,
4438,06/05/2024 20:28:56,24.54,28.08,4.89,,
4439,06/05/2024 20:33:56,24.31,28.36,4.83,,
4440,06/05/2024 20:38:56,23.91,28.80,4.71,,
4441,06/05/2024 20:43:56,23.51,29.30,4.61,,
4442,06/05/2024 20:48:56,23.23,29.77,4.60,,
4443,06/05/2024 20:53:56,23.05,29.87,4.50,,
4444,06/05/2024 20:58:56,22.87,30.20,4.49,,
4445,06/05/2024 21:03:56,22.64,30.36,4.37,,
4446,06/05/2024 21:08:56,22.52,30.53,4.35,,
4447,06/05/2024 21:13:56,22.43,30.72,4.35,,
4448,06/05/2024 21:18:56,22.36,30.71,4.29,,
4449,06/05/2024 21:23:56,22.31,30.67,4.23,,
4450,06/05/2024 21:28:56,22.16,30.86,4.19,,
4451,06/05/2024 21:33:56,21.98,31.18,4.18,,
4452,06/05/2024 21:38:56,21.73,31.70,4.19,,
4453,06/05/2024 21:43:56,21.22,32.36,4.05,,
4454,06/05/2024 21:48:56,21.37,32.40,4.19,,
4455,06/05/2024 21:53:56,21.35,32.33,4.14,,
4456,06/05/2024 21:58:56,20.94,33.37,4.24,,
4457,06/05/2024 22:03:56,20.47,34.23,4.18,,
4458,06/05/2024 22:08:56,19.99,35.00,4.08,,
4459,06/05/2024 22:13:56,19.82,35.59,4.17,,
4460,06/05/2024 22:18:56,19.25,36.77,4.13,,
4461,06/05/2024 22:23:56,18.94,37.61,4.17,,
4462,06/05/2024 22:28:56,18.62,38.14,4.10,,
4463,06/05/2024 22:33:56,18.42,38.39,4.01,,
4464,06/05/2024 22:38:56,18.03,39.20,3.95,,
4465,06/05/2024 22:43:56,17.51,40.57,3.98,,
4466,06/05/2024 22:48:56,17.50,40.57,3.96,,
4467,06/05/2024 22:53:56,17.19,41.33,3.96,,
4468,06/05/2024 22:58:56,16.78,42.37,3.94,,
4469,06/05/2024 23:03:56,16.15,43.54,3.75,,
4470,06/05/2024 23:08:56,15.66,44.83,3.72,,
4471,06/05/2024 23:13:56,15.29,45.93,3.73,,
4472,06/05/2024 23:18:56,15.04,46.62,3.71,,
4473,06/05/2024 23:23:56,14.80,47.28,3.69,,
4474,06/05/2024 23:28:56,14.63,47.87,3.72,,
4475,06/05/2024 23:33:56,14.39,48.81,3.77,,
4476,06/05/2024 23:38:56,14.23,49.34,3.78,,
4477,06/05/2024 23:43:56,14.01,50.31,3.85,,
4478,06/05/2024 23:48:56,13.91,51.43,4.08,,
4479,06/05/2024 23:53:56,13.86,51.63,4.08,,
4480,06/05/2024 23:58:56,13.73,51.98,4.06,,
4481,06/06/2024 00:03:56,13.57,52.52,4.06,,
4482,06/06/2024 00:08:56,13.39,52.50,3.88,,
4483,06/06/2024 00:13:56,13.18,52.93,3.81,,
4484,06/06/2024 00:18:56,12.95,53.78,3.81,,
4485,06/06/2024 00:23:56,12.81,54.17,3.79,,
4486,06/06/2024 00:28:56,12.75,54.12,3.72,,
4487,06/06/2024 00:33:56,12.65,54.13,3.63,,
4488,06/06/2024 00:38:56,12.60,54.44,3.66,,
4489,06/06/2024 00:43:56,12.66,54.39,3.71,,
4490,06/06/2024 00:48:56,12.63,54.68,3.76,,
4491,06/06/2024 00:53:56,12.56,54.74,3.71,,
4492,06/06/2024 00:58:56,12.49,55.22,3.77,,
4493,06/06/2024 01:03:56,12.43,55.81,3.86,,
4494,06/06/2024 01:08:56,12.53,56.21,4.05,,
4495,06/06/2024 01:13:56,12.68,56.30,4.22,,
4496,06/06/2024 01:18:56,12.85,56.39,4.40,,
4497,06/06/2024 01:23:56,12.97,56.58,4.56,,
4498,06/06/2024 01:28:56,12.95,56.89,4.62,,
4499,06/06/2024 01:33:56,12.90,57.47,4.71,,
4500,06/06/2024 01:38:56,12.83,58.01,4.78,,
4501,06/06/2024 01:43:56,12.84,58.55,4.93,,
4502,06/06/2024 01:48:56,12.79,58.44,4.86,,
4503,06/06/2024 01:53:56,12.64,58.56,4.74,,
4504,06/06/2024 01:58:56,12.48,58.73,4.64,,
4505,06/06/2024 02:03:56,12.26,59.16,4.53,,
4506,06/06/2024 02:08:56,12.00,59.89,4.46,,
4507,06/06/2024 02:13:56,11.79,60.69,4.46,,
4508,06/06/2024 02:18:56,11.63,61.19,4.42,,
4509,06/06/2024 02:23:56,11.48,61.35,4.31,,
4510,06/06/2024 02:28:56,11.29,61.91,4.26,,
4511,06/06/2024 02:33:56,11.12,62.34,4.21,,
4512,06/06/2024 02:38:56,11.01,62.82,4.20,,
4513,06/06/2024 02:43:56,10.87,63.28,4.18,,
4514,06/06/2024 02:48:56,10.73,63.62,4.13,,
4515,06/06/2024 02:53:56,10.49,63.82,3.94,,
4516,06/06/2024 02:58:56,10.29,64.23,3.84,,
4517,06/06/2024 03:03:56,10.08,64.65,3.74,,
4518,06/06/2024 03:08:56,9.95,65.08,3.71,,
4519,06/06/2024 03:13:56,9.81,65.71,3.71,,
4520,06/06/2024 03:18:56,9.83,66.58,3.91,,
4521,06/06/2024 03:23:56,9.94,66.34,3.96,,
4522,06/06/2024 03:28:56,10.01,66.51,4.07,,
4523,06/06/2024 03:33:56,10.05,66.24,4.06,,
4524,06/06/2024 03:38:56,10.02,66.49,4.08,,
4525,06/06/2024 03:43:56,9.92,66.65,4.02,,
4526,06/06/2024 03:48:56,9.70,67.26,3.93,,
4527,06/06/2024 03:53:56,9.55,67.52,3.85,,
4528,06/06/2024 03:58:56,9.46,68.56,3.98,,
4529,06/06/2024 04:03:56,9.52,68.55,4.03,,
4530,06/06/2024 04:08:56,9.54,68.30,4.00,,
4531,06/06/2024 04:13:56,9.51,68.44,4.00,,
4532,06/06/2024 04:18:56,9.51,68.37,3.99,,
4533,06/06/2024 04:23:56,9.43,68.57,3.95,,
4534,06/06/2024 04:28:56,9.38,68.92,3.98,,
4535,06/06/2024 04:33:56,9.32,69.08,3.95,,
4536,06/06/2024 04:38:56,9.19,69.30,3.88,,
4537,06/06/2024 04:43:56,9.03,70.53,3.97,,
4538,06/06/2024 04:48:56,8.99,70.54,3.93,,
4539,06/06/2024 04:53:56,8.88,70.69,3.86,,
4540,06/06/2024 04:58:56,8.75,70.99,3.79,,
4541,06/06/2024 05:03:56,8.62,71.46,3.76,,
4542,06/06/2024 05:08:56,8.55,72.17,3.83,,
4543,06/06/2024 05:13:56,8.58,72.62,3.95,,
4544,06/06/2024 05:18:56,8.62,72.73,4.01,,
4545,06/06/2024 05:23:56,8.74,72.58,4.10,,
4546,06/06/2024 05:28:56,8.81,72.36,4.12,,
4547,06/06/2024 05:33:56,8.82,72.36,4.13,,
4548,06/06/2024 05:38:56,8.90,72.27,4.19,,
4549,06/06/2024 05:43:56,8.98,72.09,4.23,,
4550,06/06/2024 05:48:56,9.13,71.67,4.30,,
4551,06/06/2024 05:53:56,9.30,71.26,4.38,,
4552,06/06/2024 05:58:56,9.53,70.91,4.52,,
4553,06/06/2024 06:03:56,9.71,70.51,4.62,,
4554,06/06/2024 06:08:56,9.93,70.20,4.76,,
4555,06/06/2024 06:13:56,10.20,69.92,4.97,,
4556,06/06/2024 06:18:56,10.52,69.49,5.19,,
4557,06/06/2024 06:23:56,10.94,68.98,5.48,,
4558,06/06/2024 06:28:56,11.41,67.84,5.69,,
4559,06/06/2024 06:33:56,11.96,66.94,6.02,,
4560,06/06/2024 06:38:56,12.60,65.98,6.42,,
4561,06/06/2024 06:43:56,13.26,64.07,6.62,,
4562,06/06/2024 06:48:56,13.90,62.42,6.85,,
4563,06/06/2024 06:53:56,14.52,60.25,6.92,,
4564,06/06/2024 06:58:56,15.05,58.51,7.00,,
4565,06/06/2024 07:03:56,15.60,56.87,7.09,,
4566,06/06/2024 07:08:56,16.12,53.81,6.78,,
4567,06/06/2024 07:13:56,16.53,52.78,6.87,,
4568,06/06/2024 07:18:56,16.91,50.64,6.62,,
4569,06/06/2024 07:23:56,17.25,50.16,6.79,,
4570,06/06/2024 07:28:56,17.55,48.55,6.60,,
4571,06/06/2024 07:33:56,17.88,47.21,6.49,,
4572,06/06/2024 07:38:56,18.15,46.48,6.51,,
4573,06/06/2024 07:43:56,18.42,46.21,6.67,,
4574,06/06/2024 07:48:56,18.69,45.99,6.85,,
4575,06/06/2024 07:53:56,19.09,45.37,7.02,,
4576,06/06/2024 07:58:56,19.53,43.51,6.81,,
4577,06/06/2024 08:03:56,19.91,43.29,7.07,,
4578,06/06/2024 08:08:56,20.17,42.54,7.05,,
4579,06/06/2024 08:13:56,20.34,41.65,6.90,,
4580,06/06/2024 08:18:56,20.62,41.93,7.25,,
4581,06/06/2024 08:23:56,20.90,41.14,7.22,,
4582,06/06/2024 08:28:56,21.22,39.83,7.04,,
4583,06/06/2024 08:33:56,21.51,39.44,7.16,,
4584,06/06/2024 08:38:56,21.60,40.44,7.60,,
4585,06/06/2024 08:43:56,21.76,40.06,7.60,,
4586,06/06/2024 08:48:56,21.96,38.18,7.08,,
4587,06/06/2024 08:53:56,22.17,37.46,6.99,,
4588,06/06/2024 08:58:56,22.52,36.96,7.10,,
4589,06/06/2024 09:03:56,22.89,34.72,6.52,,
4590,06/06/2024 09:08:56,23.21,35.31,7.04,,
4591,06/06/2024 09:13:56,23.35,34.74,6.93,,
4592,06/06/2024 09:18:56,23.69,33.45,6.68,,
4593,06/06/2024 09:23:56,24.06,34.01,7.25,,
4594,06/06/2024 09:28:56,24.36,32.48,6.84,,
4595,06/06/2024 09:33:56,24.36,32.79,6.98,,
4596,06/06/2024 09:38:56,24.34,32.57,6.86,,
4597,06/06/2024 09:43:56,24.63,32.69,7.17,,
4598,06/06/2024 09:48:56,24.74,33.03,7.41,,
4599,06/06/2024 09:53:56,25.28,31.38,7.13,,
4600,06/06/2024 09:58:56,25.58,30.41,6.94,,
4601,06/06/2024 10:03:56,25.70,30.92,7.28,,
4602,06/06/2024 10:08:56,25.64,29.99,6.78,,
4603,06/06/2024 10:13:56,25.75,29.35,6.57,,
4604,06/06/2024 10:18:56,25.96,27.24,5.67,,
4605,06/06/2024 10:23:56,26.30,26.67,5.65,,
4606,06/06/2024 10:28:56,26.68,25.27,5.20,,
4607,06/06/2024 10:33:56,26.76,27.13,6.29,,
4608,06/06/2024 10:38:56,27.19,25.21,5.59,,
4609,06/06/2024 10:43:56,27.52,24.07,5.20,,
4610,06/06/2024 10:48:56,27.73,25.39,6.16,,
4611,06/06/2024 10:53:56,28.16,24.33,5.90,,
4612,06/06/2024 10:58:56,28.13,23.96,5.65,,
4613,06/06/2024 11:03:56,28.32,23.30,5.40,,
4614,06/06/2024 11:08:56,28.35,23.68,5.67,,
4615,06/06/2024 11:13:56,28.64,22.41,5.11,,
4616,06/06/2024 11:18:56,28.48,22.30,4.91,,
4617,06/06/2024 11:23:56,28.33,23.46,5.52,,
4618,06/06/2024 11:28:56,28.49,21.88,4.65,,
4619,06/06/2024 11:33:56,28.74,21.81,4.81,,
4620,06/06/2024 11:38:56,28.86,22.00,5.03,,
4621,06/06/2024 11:43:56,29.37,21.69,5.25,,
4622,06/06/2024 11:48:56,29.60,21.30,5.18,,
4623,06/06/2024 11:53:56,29.72,20.40,4.66,,
4624,06/06/2024 11:58:56,29.98,21.38,5.55,,
4625,06/06/2024 12:03:56,30.13,20.35,4.97,,
4626,06/06/2024 12:08:56,29.76,21.54,5.48,,
4627,06/06/2024 12:13:56,29.98,20.77,5.14,,
4628,06/06/2024 12:18:56,29.98,20.70,5.09,,
4629,06/06/2024 12:23:56,30.10,20.52,5.06,,
4630,06/06/2024 12:28:56,30.26,20.69,5.30,,
4631,06/06/2024 12:33:56,30.34,20.81,5.46,,
4632,06/06/2024 12:38:56,30.42,20.61,5.39,,
4633,06/06/2024 12:43:56,30.42,19.50,4.59,,
4634,06/06/2024 12:48:56,30.40,19.15,4.32,,
4635,06/06/2024 12:53:56,30.52,19.65,4.78,,
4636,06/06/2024 12:58:56,30.54,18.93,4.27,,
4637,06/06/2024 13:03:56,30.64,18.56,4.06,,
4638,06/06/2024 13:08:56,30.97,17.51,3.51,,
4639,06/06/2024 13:13:56,31.00,17.50,3.52,,
4640,06/06/2024 13:18:56,30.92,17.57,3.51,,
4641,06/06/2024 13:23:56,31.01,17.54,3.56,,
4642,06/06/2024 13:28:56,31.01,17.35,3.41,,
4643,06/06/2024 13:33:56,30.89,17.95,3.79,,
4644,06/06/2024 13:38:56,30.98,17.40,3.42,,
4645,06/06/2024 13:43:56,30.86,18.23,3.98,,
4646,06/06/2024 13:48:56,31.06,17.89,3.88,,
4647,06/06/2024 13:53:56,30.89,18.10,3.91,,
4648,06/06/2024 13:58:56,31.14,17.47,3.61,,
4649,06/06/2024 14:03:56,31.22,17.22,3.47,,
4650,06/06/2024 14:08:56,31.02,17.31,3.39,,
4651,06/06/2024 14:13:56,31.15,17.85,3.93,,
4652,06/06/2024 14:18:56,31.30,17.00,3.36,,
4653,06/06/2024 14:23:56,31.39,16.49,2.99,,
4654,06/06/2024 14:28:56,31.43,16.56,3.09,,
4655,06/06/2024 14:33:56,31.66,16.62,3.32,,
4656,06/06/2024 14:38:56,31.76,15.88,2.76,,
4657,06/06/2024 14:43:56,31.22,16.26,2.66,,
4658,06/06/2024 14:48:56,30.83,16.59,2.63,,
4659,06/06/2024 14:53:56,31.05,16.07,2.36,,
4660,06/06/2024 14:58:56,30.70,16.32,2.29,,
4661,06/06/2024 15:03:56,30.48,16.11,1.94,,
4662,06/06/2024 15:08:56,30.81,16.45,2.49,,
4663,06/06/2024 15:13:56,31.23,15.82,2.27,,
4664,06/06/2024 15:18:56,31.33,15.88,2.41,,
4665,06/06/2024 15:23:56,31.57,15.82,2.55,,
4666,06/06/2024 15:28:56,31.41,15.83,2.43,,
4667,06/06/2024 15:33:56,30.89,16.34,2.46,,
4668,06/06/2024 15:38:56,30.98,16.24,2.45,,
4669,06/06/2024 15:43:56,30.76,16.51,2.51,,
4670,06/06/2024 15:48:56,30.72,15.95,2.00,,
4671,06/06/2024 15:53:56,30.90,16.21,2.36,,
4672,06/06/2024 15:58:56,30.96,16.47,2.63,,
4673,06/06/2024 16:03:56,30.46,17.19,2.83,,
4674,06/06/2024 16:08:56,30.61,17.44,3.16,,
4675,06/06/2024 16:13:56,30.46,17.01,2.68,,
4676,06/06/2024 16:18:56,30.59,17.40,3.11,,
4677,06/06/2024 16:23:56,30.77,17.24,3.13,,
4678,06/06/2024 16:28:56,30.86,18.02,3.82,,
4679,06/06/2024 16:33:56,30.76,18.15,3.84,,
4680,06/06/2024 16:38:56,30.58,17.58,3.24,,
4681,06/06/2024 16:43:56,30.55,18.18,3.70,,
4682,06/06/2024 16:48:56,30.57,17.53,3.20,,
4683,06/06/2024 16:53:56,30.50,18.73,4.08,,
4684,06/06/2024 16:58:56,30.46,18.44,3.82,,
4685,06/06/2024 17:03:56,30.38,19.26,4.38,,
4686,06/06/2024 17:08:56,30.37,19.11,4.26,,
4687,06/06/2024 17:13:56,30.26,19.00,4.09,,
4688,06/06/2024 17:18:56,30.17,20.17,4.87,,
4689,06/06/2024 17:23:56,30.16,20.44,5.05,,
4690,06/06/2024 17:28:56,30.15,20.87,5.34,,
4691,06/06/2024 17:33:56,29.97,20.77,5.13,,
4692,06/06/2024 17:38:56,29.78,21.14,5.22,,
4693,06/06/2024 17:43:56,29.73,20.52,4.75,,
4694,06/06/2024 17:48:56,29.60,20.39,4.56,,
4695,06/06/2024 17:53:56,29.51,20.46,4.53,,
4696,06/06/2024 17:58:56,29.34,20.84,4.66,,
4697,06/06/2024 18:03:56,29.27,20.58,4.41,,
4698,06/06/2024 18:08:56,29.23,22.39,5.59,,
4699,06/06/2024 18:13:56,29.10,22.38,5.48,,
4700,06/06/2024 18:18:56,28.97,22.84,5.66,,
4701,06/06/2024 18:23:56,28.85,23.31,5.86,,
4702,06/06/2024 18:28:56,28.73,23.64,5.96,,
4703,06/06/2024 18:33:56,28.54,23.91,5.96,,
4704,06/06/2024 18:38:56,28.42,23.81,5.80,,
4705,06/06/2024 18:43:56,28.27,23.43,5.45,,
4706,06/06/2024 18:48:56,28.10,24.11,5.71,,
4707,06/06/2024 18:53:56,28.00,23.98,5.55,,
4708,06/06/2024 18:58:56,27.84,23.37,5.05,,
4709,06/06/2024 19:03:56,27.68,25.12,5.96,,
4710,06/06/2024 19:08:56,27.57,25.58,6.12,,
4711,06/06/2024 19:13:56,27.36,25.58,5.95,,
4712,06/06/2024 19:18:56,27.08,25.48,5.65,,
4713,06/06/2024 19:23:56,26.87,26.08,5.82,,
4714,06/06/2024 19:28:56,26.66,25.59,5.36,,
4715,06/06/2024 19:33:56,26.47,26.23,5.55,,
4716,06/06/2024 19:38:56,26.23,26.94,5.74,,
4717,06/06/2024 19:43:56,25.92,27.26,5.64,,
4718,06/06/2024 19:48:56,25.58,28.74,6.12,,
4719,06/06/2024 19:53:56,25.23,28.40,5.65,,
4720,06/06/2024 19:58:56,24.94,28.14,5.27,,
4721,06/06/2024 20:03:56,24.64,28.81,5.34,,
4722,06/06/2024 20:08:56,24.27,29.21,5.22,,
4723,06/06/2024 20:13:56,23.87,29.70,5.12,,
4724,06/06/2024 20:18:56,23.54,30.26,5.10,,
4725,06/06/2024 20:23:56,23.19,30.86,5.08,,
4726,06/06/2024 20:28:56,22.80,31.50,5.03,,
4727,06/06/2024 20:33:56,22.48,32.03,5.00,,
4728,06/06/2024 20:38:56,22.18,32.92,5.13,,
4729,06/06/2024 20:43:56,22.04,33.56,5.28,,
4730,06/06/2024 20:48:56,21.91,34.08,5.39,,
4731,06/06/2024 20:53:56,21.64,34.80,5.45,,
4732,06/06/2024 20:58:56,21.19,35.38,5.30,,
4733,06/06/2024 21:03:56,20.70,36.31,5.24,,
4734,06/06/2024 21:08:56,20.37,36.96,5.20,,
4735,06/06/2024 21:13:56,20.06,37.54,5.15,,
4736,06/06/2024 21:18:56,19.79,37.66,4.95,,
4737,06/06/2024 21:23:56,19.85,37.57,4.97,,
4738,06/06/2024 21:28:56,19.93,37.37,4.96,,
4739,06/06/2024 21:33:56,19.98,37.34,4.99,,
4740,06/06/2024 21:38:56,19.77,37.99,5.06,,
4741,06/06/2024 21:43:56,19.26,39.12,5.02,,
4742,06/06/2024 21:48:56,18.91,39.82,4.96,,
4743,06/06/2024 21:53:56,18.76,40.42,5.05,,
4744,06/06/2024 21:58:56,18.87,40.49,5.17,,
4745,06/06/2024 22:03:56,18.94,40.54,5.25,,
4746,06/06/2024 22:08:56,18.99,40.65,5.33,,
4747,06/06/2024 22:13:56,18.96,40.90,5.39,,
4748,06/06/2024 22:18:56,18.86,41.41,5.48,,
4749,06/06/2024 22:23:56,18.59,42.67,5.68,,
4750,06/06/2024 22:28:56,18.30,44.73,6.10,,
4751,06/06/2024 22:33:56,17.76,45.53,5.86,,
4752,06/06/2024 22:38:56,17.21,47.81,6.06,,
4753,06/06/2024 22:43:56,17.00,48.63,6.11,,
4754,06/06/2024 22:48:56,16.98,50.71,6.71,,
4755,06/06/2024 22:53:56,16.84,53.94,7.47,,
4756,06/06/2024 22:58:56,16.57,56.18,7.82,,
4757,06/06/2024 23:03:56,16.25,58.22,8.05,,
4758,06/06/2024 23:08:56,15.87,60.75,8.31,,
4759,06/06/2024 23:13:56,15.46,61.75,8.17,,
4760,06/06/2024 23:18:56,15.20,61.13,7.78,,
4761,06/06/2024 23:23:56,15.10,57.47,6.78,,
4762,06/06/2024 23:28:56,15.14,60.06,7.46,,
4763,06/06/2024 23:33:56,15.08,62.18,7.91,,
4764,06/06/2024 23:38:56,15.30,61.02,7.84,,
4765,06/06/2024 23:43:56,15.48,60.01,7.77,,
4766,06/06/2024 23:48:56,15.54,60.49,7.94,,
4767,06/06/2024 23:53:56,15.64,60.22,7.97,,
4768,06/06/2024 23:58:56,15.68,62.44,8.54,,
4769,06/07/2024 00:03:56,15.64,60.77,8.10,,
4770,06/07/2024 00:08:56,15.51,62.24,8.33,,
4771,06/07/2024 00:13:56,15.29,60.22,7.64,,
4772,06/07/2024 00:18:56,15.17,63.75,8.36,,
4773,06/07/2024 00:23:56,15.12,58.02,6.94,,
4774,06/07/2024 00:28:56,15.03,60.10,7.37,,
4775,06/07/2024 00:33:56,15.44,58.00,7.23,,
4776,06/07/2024 00:38:56,15.83,53.71,6.47,,
4777,06/07/2024 00:43:56,16.06,54.09,6.79,,
4778,06/07/2024 00:48:56,15.80,53.10,6.29,,
4779,06/07/2024 00:53:56,15.55,55.66,6.74,,
4780,06/07/2024 00:58:56,15.23,56.13,6.56,,
4781,06/07/2024 01:03:56,14.96,57.70,6.70,,
4782,06/07/2024 01:08:56,14.64,56.25,6.04,,
4783,06/07/2024 01:13:56,14.66,56.29,6.07,,
4784,06/07/2024 01:18:56,14.79,56.32,6.19,,
4785,06/07/2024 01:23:56,14.55,57.49,6.27,,
4786,06/07/2024 01:28:56,14.17,58.87,6.26,,
4787,06/07/2024 01:33:56,13.94,57.90,5.80,,
4788,06/07/2024 01:38:56,13.95,52.69,4.45,,
4789,06/07/2024 01:43:56,14.33,55.93,5.66,,
4790,06/07/2024 01:48:56,14.40,59.27,6.58,,
4791,06/07/2024 01:53:56,14.01,60.46,6.50,,
4792,06/07/2024 01:58:56,13.84,60.40,6.31,,
4793,06/07/2024 02:03:56,13.73,61.11,6.38,,
4794,06/07/2024 02:08:56,13.48,61.90,6.34,,
4795,06/07/2024 02:13:56,13.26,63.00,6.38,,
4796,06/07/2024 02:18:56,13.00,64.85,6.55,,
4797,06/07/2024 02:23:56,12.77,64.09,6.16,,
4798,06/07/2024 02:28:56,12.67,63.70,5.98,,
4799,06/07/2024 02:33:56,12.60,63.94,5.97,,
4800,06/07/2024 02:38:56,12.57,64.18,5.99,,
4801,06/07/2024 02:43:56,12.46,63.27,5.68,,
4802,06/07/2024 02:48:56,12.27,63.50,5.56,,
4803,06/07/2024 02:53:56,11.86,64.29,5.35,,
4804,06/07/2024 02:58:56,11.39,65.91,5.26,,
4805,06/07/2024 03:03:56,11.08,65.26,4.82,,
4806,06/07/2024 03:08:56,10.69,65.60,4.52,,
4807,06/07/2024 03:13:56,10.30,67.20,4.49,,
4808,06/07/2024 03:18:56,9.96,67.43,4.22,,
4809,06/07/2024 03:23:56,9.48,67.79,3.84,,
4810,06/07/2024 03:28:56,9.28,68.24,3.74,,
4811,06/07/2024 03:33:56,9.23,68.99,3.84,,
4812,06/07/2024 03:38:56,9.25,69.41,3.95,,
4813,06/07/2024 03:43:56,9.21,70.91,4.22,,
4814,06/07/2024 03:48:56,9.16,71.30,4.25,,
4815,06/07/2024 03:53:56,8.96,72.11,4.22,,
4816,06/07/2024 03:58:56,8.73,72.98,4.17,,
4817,06/07/2024 04:03:56,8.53,73.34,4.04,,
4818,06/07/2024 04:08:56,8.38,73.35,3.90,,
4819,06/07/2024 04:13:56,8.44,73.06,3.90,,
4820,06/07/2024 04:18:56,8.57,72.62,3.94,,
4821,06/07/2024 04:23:56,8.73,72.06,3.99,,
4822,06/07/2024 04:28:56,8.76,71.21,3.85,,
4823,06/07/2024 04:33:56,8.60,71.11,3.67,,
4824,06/07/2024 04:38:56,8.44,71.60,3.62,,
4825,06/07/2024 04:43:56,8.28,72.30,3.60,,
4826,06/07/2024 04:48:56,8.16,73.48,3.71,,
4827,06/07/2024 04:53:56,8.15,73.67,3.74,,
4828,06/07/2024 04:58:56,8.15,73.79,3.76,,
4829,06/07/2024 05:03:56,8.19,73.89,3.82,,
4830,06/07/2024 05:08:56,8.26,73.66,3.85,,
4831,06/07/2024 05:13:56,8.36,72.68,3.75,,
4832,06/07/2024 05:18:56,8.46,71.79,3.67,,
4833,06/07/2024 05:23:56,8.55,71.97,3.80,,
4834,06/07/2024 05:28:56,8.67,71.77,3.87,,
4835,06/07/2024 05:33:56,8.83,71.06,3.88,,
4836,06/07/2024 05:38:56,8.99,70.84,3.99,,
4837,06/07/2024 05:43:56,9.12,71.73,4.30,,
4838,06/07/2024 05:48:56,9.23,72.46,4.54,,
4839,06/07/2024 05:53:56,9.32,72.67,4.67,,
4840,06/07/2024 05:58:56,9.43,71.62,4.57,,
4841,06/07/2024 06:03:56,9.66,70.24,4.52,,
4842,06/07/2024 06:08:56,9.94,69.34,4.60,,
4843,06/07/2024 06:13:56,10.11,68.57,4.60,,
4844,06/07/2024 06:18:56,10.30,68.79,4.83,,
4845,06/07/2024 06:23:56,10.55,68.03,4.91,,
4846,06/07/2024 06:28:56,11.04,67.34,5.23,,
4847,06/07/2024 06:33:56,11.68,65.49,5.44,,
4848,06/07/2024 06:38:56,12.30,64.12,5.73,,
4849,06/07/2024 06:43:56,12.85,63.06,6.01,,
4850,06/07/2024 06:48:56,13.47,61.56,6.24,,
4851,06/07/2024 06:53:56,13.83,61.49,6.57,,
4852,06/07/2024 06:58:56,14.22,61.08,6.84,,
4853,06/07/2024 07:03:56,14.69,59.26,6.84,,
4854,06/07/2024 07:08:56,15.17,56.20,6.52,,
4855,06/07/2024 07:13:56,15.70,52.57,6.05,,
4856,06/07/2024 07:18:56,16.27,51.88,6.38,,
4857,06/07/2024 07:23:56,16.79,48.63,5.92,,
4858,06/07/2024 07:28:56,17.29,45.95,5.56,,
4859,06/07/2024 07:33:56,17.72,45.17,5.70,,
4860,06/07/2024 07:38:56,18.06,45.71,6.19,,
4861,06/07/2024 07:43:56,18.36,44.32,6.01,,
4862,06/07/2024 07:48:56,18.56,44.05,6.11,,
4863,06/07/2024 07:53:56,18.64,42.23,5.57,,
4864,06/07/2024 07:58:56,18.85,41.84,5.62,,
4865,06/07/2024 08:03:56,19.19,40.86,5.59,,
4866,06/07/2024 08:08:56,19.51,38.78,5.12,,
4867,06/07/2024 08:13:56,19.79,38.13,5.13,,
4868,06/07/2024 08:18:56,20.21,36.57,4.90,,
4869,06/07/2024 08:23:56,20.63,35.49,4.85,,
4870,06/07/2024 08:28:56,21.11,36.12,5.52,,
4871,06/07/2024 08:33:56,21.47,35.51,5.60,,
4872,06/07/2024 08:38:56,21.68,34.79,5.48,,
4873,06/07/2024 08:43:56,21.58,34.30,5.20,,
4874,06/07/2024 08:48:56,21.70,33.62,5.01,,
4875,06/07/2024 08:53:56,21.96,32.66,4.82,,
4876,06/07/2024 08:58:56,22.32,32.45,5.04,,
4877,06/07/2024 09:03:56,22.64,31.45,4.87,,
4878,06/07/2024 09:08:56,22.98,30.57,4.76,,
4879,06/07/2024 09:13:56,23.27,30.13,4.81,,
4880,06/07/2024 09:18:56,23.50,29.93,4.91,,
4881,06/07/2024 09:23:56,23.81,30.42,5.41,,
4882,06/07/2024 09:28:56,24.16,30.12,5.57,,
4883,06/07/2024 09:33:56,24.34,29.22,5.29,,
