"Plot Title: Evap Pan Level"
"#","Date Time, GMT-07:00","EV pan Level   mm, Millimeter (LGR S/N: 21620751)","Scaled Series, mm (LGR S/N: 21620751)","Scaled Series, units (LGR S/N: 21620751)","Host Connected (LGR S/N: 21620751)","End Of File (LGR S/N: 21620751)"
429,07/08/24 11:34:31 AM,47.708,45.357,-420.36,,
430,07/08/24 11:44:31 AM,47.729,45.378,-420.17,,
431,07/08/24 11:54:31 AM,47.747,45.397,-420.00,,
432,07/08/24 12:04:31 PM,47.769,45.419,-419.80,,
433,07/08/24 12:14:31 PM,47.784,45.435,-419.67,,
434,07/08/24 12:24:31 PM,47.831,45.482,-419.24,,
435,07/08/24 12:34:31 PM,47.861,45.513,-418.97,,
436,07/08/24 12:44:31 PM,47.868,45.519,-418.91,,
437,07/08/24 12:54:31 PM,47.827,45.478,-419.28,,
438,07/08/24 01:04:31 PM,47.787,45.438,-419.64,,
439,07/08/24 01:14:31 PM,47.726,45.375,-420.19,,
440,07/08/24 01:24:31 PM,47.686,45.334,-420.56,,
441,07/08/24 01:34:31 PM,47.670,45.319,-420.70,,
442,07/08/24 01:44:31 PM,47.667,45.316,-420.72,,
443,07/08/24 01:54:31 PM,47.656,45.304,-420.83,,
444,07/08/24 02:04:31 PM,47.638,45.286,-420.99,,
445,07/08/24 02:14:31 PM,47.634,45.282,-421.03,,
446,07/08/24 02:24:31 PM,47.670,45.319,-420.70,,
447,07/08/24 02:34:31 PM,47.704,45.353,-420.39,,
448,07/08/24 02:44:31 PM,47.740,45.390,-420.06,,
449,07/08/24 02:54:31 PM,47.744,45.394,-420.03,,
450,07/08/24 03:04:31 PM,47.755,45.405,-419.93,,
451,07/08/24 03:14:31 PM,47.766,45.416,-419.83,,
452,07/08/24 03:24:31 PM,47.777,45.427,-419.74,,
453,07/08/24 03:34:31 PM,47.795,45.445,-419.57,,
454,07/08/24 03:44:31 PM,47.821,45.472,-419.34,,
455,07/08/24 03:54:31 PM,47.853,45.505,-419.04,,
456,07/08/24 04:04:31 PM,47.875,45.527,-418.84,,
457,07/08/24 04:14:31 PM,47.861,45.513,-418.97,,
458,07/08/24 04:24:31 PM,47.835,45.486,-419.21,,
459,07/08/24 04:34:31 PM,47.777,45.427,-419.74,,
460,07/08/24 04:44:31 PM,47.714,45.364,-420.30,,
461,07/08/24 04:54:31 PM,47.670,45.319,-420.70,,
462,07/08/24 05:04:31 PM,47.619,45.267,-421.16,,
463,07/08/24 05:14:31 PM,47.436,45.081,-422.81,,
464,07/08/24 05:24:31 PM,47.363,45.008,-423.47,,
465,07/08/24 05:34:31 PM,47.378,45.022,-423.34,,
466,07/08/24 05:44:31 PM,47.367,45.011,-423.43,,
467,07/08/24 05:54:31 PM,47.352,44.996,-423.57,,
468,07/08/24 06:04:31 PM,47.293,44.936,-424.10,,
469,07/08/24 06:14:31 PM,47.250,44.893,-424.49,,
470,07/08/24 06:24:31 PM,47.199,44.840,-424.96,,
471,07/08/24 06:34:31 PM,47.158,44.799,-425.32,,
472,07/08/24 06:44:31 PM,47.111,44.752,-425.74,,
473,07/08/24 06:54:31 PM,47.075,44.715,-426.07,,
474,07/08/24 07:04:31 PM,47.045,44.684,-426.34,,
475,07/08/24 07:14:31 PM,47.013,44.651,-426.64,,
476,07/08/24 07:24:31 PM,46.983,44.621,-426.90,,
477,07/08/24 07:34:31 PM,46.950,44.588,-427.20,,
478,07/08/24 07:44:31 PM,46.928,44.566,-427.40,,
479,07/08/24 07:54:31 PM,46.910,44.547,-427.56,,
480,07/08/24 08:04:31 PM,46.902,44.539,-427.63,,
481,07/08/24 08:14:31 PM,46.892,44.529,-427.73,,
482,07/08/24 08:24:31 PM,46.918,44.555,-427.49,,
483,07/08/24 08:34:31 PM,46.957,44.595,-427.14,,
484,07/08/24 08:44:31 PM,47.019,44.658,-426.58,,
485,07/08/24 08:54:31 PM,47.075,44.715,-426.07,,
486,07/08/24 09:04:31 PM,47.118,44.758,-425.68,,
487,07/08/24 09:14:31 PM,47.158,44.799,-425.32,,
488,07/08/24 09:24:31 PM,47.174,44.815,-425.18,,
489,07/08/24 09:34:31 PM,47.192,44.833,-425.02,,
490,07/08/24 09:44:31 PM,47.228,44.870,-424.69,,
491,07/08/24 09:54:31 PM,47.247,44.889,-424.52,,
492,07/08/24 10:04:31 PM,47.279,44.922,-424.23,,
493,07/08/24 10:14:31 PM,47.323,44.967,-423.83,,
494,07/08/24 10:24:31 PM,47.356,45.000,-423.54,,
495,07/08/24 10:34:31 PM,47.389,45.034,-423.23,,
496,07/08/24 10:44:31 PM,47.466,45.112,-422.54,,
497,07/08/24 10:54:31 PM,47.553,45.200,-421.75,,
498,07/08/24 11:04:31 PM,47.630,45.278,-421.06,,
499,07/08/24 11:14:31 PM,47.686,45.334,-420.56,,
500,07/08/24 11:24:31 PM,47.729,45.378,-420.17,,
501,07/08/24 11:34:31 PM,47.762,45.412,-419.86,,
502,07/08/24 11:44:31 PM,47.766,45.416,-419.83,,
503,07/08/24 11:54:31 PM,47.769,45.419,-419.80,,
504,07/09/24 12:04:31 AM,47.777,45.427,-419.74,,
505,07/09/24 12:14:31 AM,47.784,45.435,-419.67,,
506,07/09/24 12:24:31 AM,47.799,45.449,-419.54,,
507,07/09/24 12:34:31 AM,47.791,45.442,-419.61,,
508,07/09/24 12:44:31 AM,47.773,45.423,-419.77,,
509,07/09/24 12:54:31 AM,47.791,45.442,-419.61,,
510,07/09/24 01:04:31 AM,47.821,45.472,-419.34,,
511,07/09/24 01:14:31 AM,47.853,45.505,-419.04,,
512,07/09/24 01:24:31 AM,47.890,45.542,-418.71,,
513,07/09/24 01:34:31 AM,47.923,45.576,-418.41,,
514,07/09/24 01:44:31 AM,47.930,45.583,-418.35,,
515,07/09/24 01:54:31 AM,47.944,45.597,-418.22,,
516,07/09/24 02:04:31 AM,47.970,45.623,-417.99,,
517,07/09/24 02:14:31 AM,47.996,45.650,-417.75,,
518,07/09/24 02:24:31 AM,48.036,45.691,-417.39,,
519,07/09/24 02:34:31 AM,48.069,45.724,-417.09,,
520,07/09/24 02:44:31 AM,48.109,45.765,-416.73,,
521,07/09/24 02:54:31 AM,48.105,45.761,-416.76,,
522,07/09/24 03:04:31 AM,48.135,45.791,-416.50,,
523,07/09/24 03:14:31 AM,48.190,45.846,-416.00,,
524,07/09/24 03:24:31 AM,48.182,45.839,-416.07,,
525,07/09/24 03:34:31 AM,48.208,45.865,-415.84,,
526,07/09/24 03:44:31 AM,48.212,45.869,-415.80,,
527,07/09/24 03:54:31 AM,48.230,45.887,-415.64,,
528,07/09/24 04:04:31 AM,48.241,45.898,-415.54,,
529,07/09/24 04:14:31 AM,48.222,45.879,-415.71,,
530,07/09/24 04:24:31 AM,48.241,45.898,-415.54,,
531,07/09/24 04:34:31 AM,48.238,45.895,-415.57,,
532,07/09/24 04:44:31 AM,48.219,45.876,-415.73,,
533,07/09/24 04:54:31 AM,48.241,45.898,-415.54,,
534,07/09/24 05:04:31 AM,48.244,45.902,-415.51,,
535,07/09/24 05:14:31 AM,48.226,45.883,-415.67,,
536,07/09/24 05:24:31 AM,48.248,45.906,-415.47,,
537,07/09/24 05:34:31 AM,48.244,45.902,-415.51,,
538,07/09/24 05:44:31 AM,48.216,45.873,-415.77,,
539,07/09/24 05:54:31 AM,47.718,45.368,-420.26,,
540,07/09/24 06:04:31 AM,47.378,45.022,-423.34,,
541,07/09/24 06:14:31 AM,47.177,44.818,-425.16,,
542,07/09/24 06:24:31 AM,47.060,44.699,-426.21,,
543,07/09/24 06:34:31 AM,46.991,44.629,-426.84,,
544,07/09/24 06:44:31 AM,46.932,44.570,-427.36,,
545,07/09/24 06:54:31 AM,46.877,44.514,-427.86,,
546,07/09/24 07:04:31 AM,46.844,44.480,-428.16,,
547,07/09/24 07:14:31 AM,46.826,44.462,-428.32,,
548,07/09/24 07:24:31 AM,46.811,44.447,-428.45,,
549,07/09/24 07:34:31 AM,46.819,44.455,-428.39,,
550,07/09/24 07:44:31 AM,46.840,44.476,-428.19,,
551,07/09/24 07:54:31 AM,46.874,44.510,-427.89,,
552,07/09/24 08:04:31 AM,46.914,44.551,-427.53,,
553,07/09/24 08:14:31 AM,46.957,44.595,-427.14,,
554,07/09/24 08:24:31 AM,47.009,44.647,-426.67,,
555,07/09/24 08:34:31 AM,47.060,44.699,-426.21,,
556,07/09/24 08:44:31 AM,47.093,44.733,-425.91,,
557,07/09/24 08:54:31 AM,47.133,44.774,-425.55,,
558,07/09/24 09:04:31 AM,47.166,44.807,-425.25,,
559,07/09/24 09:14:31 AM,47.195,44.836,-424.99,,
560,07/09/24 09:24:31 AM,47.214,44.856,-424.82,,
561,07/09/24 09:34:31 AM,47.217,44.859,-424.79,,
562,07/09/24 09:44:31 AM,47.224,44.866,-424.72,,
563,07/09/24 09:54:31 AM,47.235,44.877,-424.63,,
564,07/09/24 10:04:31 AM,47.265,44.907,-424.36,,
565,07/09/24 10:14:31 AM,47.291,44.934,-424.13,,
566,07/09/24 10:24:31 AM,47.323,44.967,-423.83,,
567,07/09/24 10:34:31 AM,47.341,44.985,-423.67,,
568,07/09/24 10:44:31 AM,47.363,45.008,-423.47,,
569,07/09/24 10:54:31 AM,47.400,45.045,-423.14,,
570,07/09/24 11:04:31 AM,47.455,45.100,-422.64,,
571,07/09/24 11:14:31 AM,47.524,45.171,-422.01,,
572,07/09/24 11:24:31 AM,47.575,45.223,-421.55,,
573,07/09/24 11:34:31 AM,47.605,45.253,-421.28,,
574,07/09/24 11:44:31 AM,47.670,45.319,-420.70,,
575,07/09/24 11:54:31 AM,47.714,45.364,-420.30,,
576,07/09/24 12:04:31 PM,47.729,45.378,-420.17,,
577,07/09/24 12:14:31 PM,47.740,45.390,-420.06,,
578,07/09/24 12:24:31 PM,47.791,45.442,-419.61,,
579,07/09/24 12:34:31 PM,47.813,45.464,-419.41,,
580,07/09/24 12:44:31 PM,47.787,45.438,-419.64,,
581,07/09/24 12:54:31 PM,47.755,45.405,-419.93,,
582,07/09/24 01:04:31 PM,47.758,45.408,-419.90,,
583,07/09/24 01:14:31 PM,47.766,45.416,-419.83,,
584,07/09/24 01:24:31 PM,47.755,45.405,-419.93,,
585,07/09/24 01:34:31 PM,47.708,45.357,-420.36,,
586,07/09/24 01:44:31 PM,47.682,45.331,-420.59,,
587,07/09/24 01:54:31 PM,47.700,45.349,-420.43,,
588,07/09/24 02:04:31 PM,47.688,45.337,-420.53,,
589,07/09/24 02:14:31 PM,47.674,45.323,-420.66,,
590,07/09/24 02:24:31 PM,47.692,45.341,-420.50,,
591,07/09/24 02:34:31 PM,47.704,45.353,-420.39,,
592,07/09/24 02:44:31 PM,47.667,45.316,-420.72,,
593,07/09/24 02:54:31 PM,47.678,45.327,-420.63,,
594,07/09/24 03:04:31 PM,47.692,45.341,-420.50,,
595,07/09/24 03:14:31 PM,47.696,45.345,-420.46,,
596,07/09/24 03:24:31 PM,47.700,45.349,-420.43,,
597,07/09/24 03:34:31 PM,47.696,45.345,-420.46,,
598,07/09/24 03:44:31 PM,47.696,45.345,-420.46,,
599,07/09/24 03:54:31 PM,47.692,45.341,-420.50,,
600,07/09/24 04:04:31 PM,47.670,45.319,-420.70,,
601,07/09/24 04:14:31 PM,47.619,45.267,-421.16,,
602,07/09/24 04:24:31 PM,47.579,45.226,-421.52,,
603,07/09/24 04:34:31 PM,47.535,45.182,-421.92,,
604,07/09/24 04:44:31 PM,47.517,45.163,-422.08,,
605,07/09/24 04:54:31 PM,47.506,45.153,-422.18,,
606,07/09/24 05:04:31 PM,47.466,45.112,-422.54,,
607,07/09/24 05:14:31 PM,47.436,45.081,-422.81,,
608,07/09/24 05:24:31 PM,47.404,45.048,-423.10,,
609,07/09/24 05:34:31 PM,47.374,45.018,-423.37,,
610,07/09/24 05:44:31 PM,47.341,44.985,-423.67,,
611,07/09/24 05:54:31 PM,47.297,44.940,-424.06,,
612,07/09/24 06:04:31 PM,47.265,44.907,-424.36,,
613,07/09/24 06:14:31 PM,47.235,44.877,-424.63,,
614,07/09/24 06:24:31 PM,47.192,44.833,-425.02,,
615,07/09/24 06:34:31 PM,47.140,44.781,-425.48,,
616,07/09/24 06:44:31 PM,47.096,44.736,-425.88,,
617,07/09/24 06:54:31 PM,47.060,44.699,-426.21,,
618,07/09/24 07:04:31 PM,47.023,44.662,-426.54,,
619,07/09/24 07:14:31 PM,46.994,44.633,-426.80,,
620,07/09/24 07:24:31 PM,46.965,44.603,-427.07,,
621,07/09/24 07:34:31 PM,46.928,44.566,-427.40,,
622,07/09/24 07:44:31 PM,46.910,44.547,-427.56,,
623,07/09/24 07:54:31 PM,46.899,44.536,-427.67,,
624,07/09/24 08:04:31 PM,46.892,44.529,-427.73,,
625,07/09/24 08:14:31 PM,46.892,44.529,-427.73,,
626,07/09/24 08:24:31 PM,46.910,44.547,-427.56,,
627,07/09/24 08:34:31 PM,46.932,44.570,-427.36,,
628,07/09/24 08:44:31 PM,46.957,44.595,-427.14,,
629,07/09/24 08:54:31 PM,46.991,44.629,-426.84,,
630,07/09/24 09:04:31 PM,47.035,44.674,-426.44,,
631,07/09/24 09:14:31 PM,47.067,44.707,-426.14,,
632,07/09/24 09:24:31 PM,47.104,44.744,-425.81,,
633,07/09/24 09:34:31 PM,47.166,44.807,-425.25,,
634,07/09/24 09:44:31 PM,47.232,44.874,-424.65,,
635,07/09/24 09:54:31 PM,47.293,44.936,-424.10,,
636,07/09/24 10:04:31 PM,47.349,44.993,-423.60,,
637,07/09/24 10:14:31 PM,47.385,45.030,-423.27,,
638,07/09/24 10:24:31 PM,47.430,45.075,-422.87,,
639,07/09/24 10:34:31 PM,47.462,45.108,-422.58,,
640,07/09/24 10:44:31 PM,47.484,45.130,-422.38,,
641,07/09/24 10:54:31 PM,47.517,45.163,-422.08,,
642,07/09/24 11:04:31 PM,47.547,45.193,-421.81,,
643,07/09/24 11:14:31 PM,47.569,45.216,-421.61,,
644,07/09/24 11:24:31 PM,47.601,45.249,-421.32,,
645,07/09/24 11:34:31 PM,47.630,45.278,-421.06,,
646,07/09/24 11:44:31 PM,47.645,45.294,-420.92,,
647,07/09/24 11:54:31 PM,47.682,45.331,-420.59,,
648,07/10/24 12:04:31 AM,47.714,45.364,-420.30,,
649,07/10/24 12:14:31 AM,47.726,45.375,-420.19,,
650,07/10/24 12:24:31 AM,47.762,45.412,-419.86,,
651,07/10/24 12:34:31 AM,47.777,45.427,-419.74,,
652,07/10/24 12:44:31 AM,47.777,45.427,-419.74,,
653,07/10/24 12:54:31 AM,47.809,45.460,-419.44,,
654,07/10/24 01:04:31 AM,47.791,45.442,-419.61,,
655,07/10/24 01:14:31 AM,47.795,45.445,-419.57,,
656,07/10/24 01:24:31 AM,47.740,45.390,-420.06,,
657,07/10/24 01:34:31 AM,47.726,45.375,-420.19,,
658,07/10/24 01:44:31 AM,47.736,45.386,-420.10,,
659,07/10/24 01:54:31 AM,47.714,45.364,-420.30,,
660,07/10/24 02:04:31 AM,47.708,45.357,-420.36,,
661,07/10/24 02:14:31 AM,47.686,45.334,-420.56,,
662,07/10/24 02:24:31 AM,47.722,45.371,-420.23,,
663,07/10/24 02:34:31 AM,47.751,45.401,-419.97,,
664,07/10/24 02:44:31 AM,47.747,45.397,-420.00,,
665,07/10/24 02:54:31 AM,47.791,45.442,-419.61,,
666,07/10/24 03:04:31 AM,47.817,45.468,-419.37,,
667,07/10/24 03:14:31 AM,47.825,45.476,-419.30,,
668,07/10/24 03:24:31 AM,47.894,45.546,-418.68,,
669,07/10/24 03:34:31 AM,47.923,45.576,-418.41,,
670,07/10/24 03:44:31 AM,47.908,45.560,-418.55,,
671,07/10/24 03:54:31 AM,47.966,45.620,-418.02,,
672,07/10/24 04:04:31 AM,47.988,45.642,-417.82,,
673,07/10/24 04:14:31 AM,47.941,45.594,-418.25,,
674,07/10/24 04:24:31 AM,47.948,45.601,-418.19,,
675,07/10/24 04:34:31 AM,47.916,45.568,-418.48,,
676,07/10/24 04:44:31 AM,47.894,45.546,-418.68,,
677,07/10/24 04:54:31 AM,47.912,45.564,-418.51,,
678,07/10/24 05:04:31 AM,47.930,45.583,-418.35,,
679,07/10/24 05:14:31 AM,47.960,45.613,-418.08,,
680,07/10/24 05:24:31 AM,47.992,45.646,-417.79,,
681,07/10/24 05:34:31 AM,48.022,45.676,-417.52,,
682,07/10/24 05:44:31 AM,48.007,45.660,-417.66,,
683,07/10/24 05:54:31 AM,47.670,45.319,-420.70,,
684,07/10/24 06:04:31 AM,47.396,45.041,-423.17,,
685,07/10/24 06:14:31 AM,47.170,44.811,-425.22,,
686,07/10/24 06:24:31 AM,47.053,44.692,-426.27,,
687,07/10/24 06:34:31 AM,46.969,44.607,-427.03,,
688,07/10/24 06:44:31 AM,46.910,44.547,-427.56,,
689,07/10/24 06:54:31 AM,46.866,44.503,-427.96,,
690,07/10/24 07:04:31 AM,46.833,44.469,-428.26,,
691,07/10/24 07:14:31 AM,46.826,44.462,-428.32,,
692,07/10/24 07:24:31 AM,46.833,44.469,-428.26,,
693,07/10/24 07:34:31 AM,46.862,44.499,-428.00,,
694,07/10/24 07:44:31 AM,46.902,44.539,-427.63,,
695,07/10/24 07:54:31 AM,46.950,44.588,-427.20,,
696,07/10/24 08:04:31 AM,46.994,44.633,-426.80,,
697,07/10/24 08:14:31 AM,47.053,44.692,-426.27,,
698,07/10/24 08:24:31 AM,47.104,44.744,-425.81,,
699,07/10/24 08:34:31 AM,47.144,44.785,-425.45,,
700,07/10/24 08:44:31 AM,47.180,44.822,-425.12,,
701,07/10/24 08:54:31 AM,47.228,44.870,-424.69,,
702,07/10/24 09:04:31 AM,47.283,44.926,-424.19,,
703,07/10/24 09:14:31 AM,47.331,44.974,-423.76,,
704,07/10/24 09:24:31 AM,47.400,45.045,-423.14,,
705,07/10/24 09:34:31 AM,47.444,45.089,-422.74,,
706,07/10/24 09:44:31 AM,47.462,45.108,-422.58,,
707,07/10/24 09:54:31 AM,47.462,45.108,-422.58,,
708,07/10/24 10:04:31 AM,47.458,45.104,-422.61,,
709,07/10/24 10:14:31 AM,47.466,45.112,-422.54,,
710,07/10/24 10:24:31 AM,47.495,45.141,-422.28,,
711,07/10/24 10:34:31 AM,47.513,45.159,-422.12,,
712,07/10/24 10:44:31 AM,47.561,45.208,-421.68,,
713,07/10/24 10:54:31 AM,47.609,45.257,-421.25,,
714,07/10/24 11:04:31 AM,47.660,45.308,-420.79,,
715,07/10/24 11:14:31 AM,47.688,45.337,-420.53,,
716,07/10/24 11:24:31 AM,47.714,45.364,-420.30,,
717,07/10/24 11:34:31 AM,47.722,45.371,-420.23,,
718,07/10/24 11:44:31 AM,47.726,45.375,-420.19,,
719,07/10/24 11:54:31 AM,47.726,45.375,-420.19,,
720,07/10/24 12:04:31 PM,47.718,45.368,-420.26,,
721,07/10/24 12:14:31 PM,47.736,45.386,-420.10,,
722,07/10/24 12:24:31 PM,47.744,45.394,-420.03,,
723,07/10/24 12:34:31 PM,47.747,45.397,-420.00,,
724,07/10/24 12:44:31 PM,47.736,45.386,-420.10,,
725,07/10/24 12:54:31 PM,47.710,45.360,-420.33,,
726,07/10/24 01:04:31 PM,47.670,45.319,-420.70,,
727,07/10/24 01:14:31 PM,47.634,45.282,-421.03,,
728,07/10/24 01:24:31 PM,47.597,45.245,-421.35,,
729,07/10/24 01:34:31 PM,47.579,45.226,-421.52,,
730,07/10/24 01:44:31 PM,47.583,45.230,-421.48,,
731,07/10/24 01:54:31 PM,47.547,45.193,-421.81,,
732,07/10/24 02:04:31 PM,47.521,45.167,-422.05,,
733,07/10/24 02:14:31 PM,47.495,45.141,-422.28,,
734,07/10/24 02:24:31 PM,47.491,45.137,-422.32,,
735,07/10/24 02:34:31 PM,47.506,45.153,-422.18,,
736,07/10/24 02:44:31 PM,47.499,45.145,-422.25,,
737,07/10/24 02:54:31 PM,47.510,45.156,-422.14,,
738,07/10/24 03:04:31 PM,47.510,45.156,-422.14,,
739,07/10/24 03:14:31 PM,47.513,45.159,-422.12,,
740,07/10/24 03:24:31 PM,47.510,45.156,-422.14,,
741,07/10/24 03:34:31 PM,47.506,45.153,-422.18,,
742,07/10/24 03:44:31 PM,47.524,45.171,-422.01,,
743,07/10/24 03:54:31 PM,47.524,45.171,-422.01,,
744,07/10/24 04:04:31 PM,47.513,45.159,-422.12,,
745,07/10/24 04:14:31 PM,47.499,45.145,-422.25,,
746,07/10/24 04:24:31 PM,47.455,45.100,-422.64,,
747,07/10/24 04:34:31 PM,47.426,45.071,-422.90,,
748,07/10/24 04:44:31 PM,47.404,45.048,-423.10,,
749,07/10/24 04:54:31 PM,47.382,45.026,-423.30,,
750,07/10/24 05:04:31 PM,47.349,44.993,-423.60,,
751,07/10/24 05:14:31 PM,47.305,44.948,-424.00,,
752,07/10/24 05:24:31 PM,47.275,44.918,-424.26,,
753,07/10/24 05:34:31 PM,47.243,44.885,-424.56,,
754,07/10/24 05:44:31 PM,47.206,44.848,-424.89,,
755,07/10/24 05:54:31 PM,47.184,44.826,-425.09,,
756,07/10/24 06:04:31 PM,47.148,44.789,-425.42,,
757,07/10/24 06:14:31 PM,47.093,44.733,-425.91,,
758,07/10/24 06:24:31 PM,47.082,44.721,-426.01,,
759,07/10/24 06:34:31 PM,47.056,44.695,-426.25,,
760,07/10/24 06:44:31 PM,47.009,44.647,-426.67,,
761,07/10/24 06:54:31 PM,46.997,44.636,-426.77,,
762,07/10/24 07:04:31 PM,46.976,44.614,-426.97,,
763,07/10/24 07:14:31 PM,46.943,44.580,-427.27,,
764,07/10/24 07:24:31 PM,46.928,44.566,-427.40,,
765,07/10/24 07:34:31 PM,46.906,44.543,-427.60,,
766,07/10/24 07:44:31 PM,46.896,44.533,-427.69,,
767,07/10/24 07:54:31 PM,46.888,44.525,-427.76,,
768,07/10/24 08:04:31 PM,46.892,44.529,-427.73,,
769,07/10/24 08:14:31 PM,46.902,44.539,-427.63,,
770,07/10/24 08:24:31 PM,46.924,44.562,-427.43,,
771,07/10/24 08:34:31 PM,46.979,44.617,-426.94,,
772,07/10/24 08:44:31 PM,46.979,44.617,-426.94,,
773,07/10/24 08:54:31 PM,47.071,44.711,-426.11,,
774,07/10/24 09:04:31 PM,47.118,44.758,-425.68,,
775,07/10/24 09:14:31 PM,47.115,44.756,-425.71,,
776,07/10/24 09:24:31 PM,47.228,44.870,-424.69,,
777,07/10/24 09:34:31 PM,47.293,44.936,-424.10,,
778,07/10/24 09:44:31 PM,47.297,44.940,-424.06,,
779,07/10/24 09:54:31 PM,47.440,45.085,-422.77,,
780,07/10/24 10:04:31 PM,47.502,45.149,-422.21,,
781,07/10/24 10:14:31 PM,47.473,45.118,-422.48,,
782,07/10/24 10:24:31 PM,47.583,45.230,-421.48,,
783,07/10/24 10:34:31 PM,47.605,45.253,-421.28,,
784,07/10/24 10:44:31 PM,47.535,45.182,-421.92,,
785,07/10/24 10:54:31 PM,47.616,45.263,-421.19,,
786,07/10/24 11:04:31 PM,47.601,45.249,-421.32,,
787,07/10/24 11:14:31 PM,47.513,45.159,-422.12,,
788,07/10/24 11:24:31 PM,47.587,45.234,-421.45,,
789,07/10/24 11:34:31 PM,47.605,45.253,-421.28,,
790,07/10/24 11:44:31 PM,47.656,45.304,-420.83,,
791,07/10/24 11:54:31 PM,47.627,45.275,-421.09,,
792,07/11/24 12:04:31 AM,47.641,45.290,-420.96,,
793,07/11/24 12:14:31 AM,47.670,45.319,-420.70,,
794,07/11/24 12:24:31 AM,47.704,45.353,-420.39,,
795,07/11/24 12:34:31 AM,47.722,45.371,-420.23,,
796,07/11/24 12:44:31 AM,47.732,45.382,-420.13,,
797,07/11/24 12:54:31 AM,47.729,45.378,-420.17,,
798,07/11/24 01:04:31 AM,47.722,45.371,-420.23,,
799,07/11/24 01:14:31 AM,47.726,45.375,-420.19,,
800,07/11/24 01:24:31 AM,47.740,45.390,-420.06,,
801,07/11/24 01:34:31 AM,47.751,45.401,-419.97,,
802,07/11/24 01:44:31 AM,47.747,45.397,-420.00,,
803,07/11/24 01:54:31 AM,47.732,45.382,-420.13,,
804,07/11/24 02:04:31 AM,47.729,45.378,-420.17,,
805,07/11/24 02:14:31 AM,47.732,45.382,-420.13,,
806,07/11/24 02:24:31 AM,47.747,45.397,-420.00,,
807,07/11/24 02:34:31 AM,47.769,45.419,-419.80,,
808,07/11/24 02:44:31 AM,47.795,45.445,-419.57,,
809,07/11/24 02:54:31 AM,47.835,45.486,-419.21,,
810,07/11/24 03:04:31 AM,47.871,45.523,-418.88,,
811,07/11/24 03:14:31 AM,47.904,45.556,-418.58,,
812,07/11/24 03:24:31 AM,47.930,45.583,-418.35,,
813,07/11/24 03:34:31 AM,47.948,45.601,-418.19,,
814,07/11/24 03:44:31 AM,47.952,45.605,-418.15,,
815,07/11/24 03:54:31 AM,47.970,45.623,-417.99,,
816,07/11/24 04:04:31 AM,48.003,45.657,-417.69,,
817,07/11/24 04:14:31 AM,48.003,45.657,-417.69,,
818,07/11/24 04:24:31 AM,48.014,45.668,-417.59,,
819,07/11/24 04:34:31 AM,48.014,45.668,-417.59,,
820,07/11/24 04:44:31 AM,48.055,45.709,-417.22,,
821,07/11/24 04:54:31 AM,48.099,45.754,-416.83,,
822,07/11/24 05:04:31 AM,48.121,45.776,-416.63,,
823,07/11/24 05:14:31 AM,48.153,45.809,-416.33,,
824,07/11/24 05:24:31 AM,48.194,45.850,-415.97,,
825,07/11/24 05:34:31 AM,48.216,45.873,-415.77,,
826,07/11/24 05:44:31 AM,48.230,45.887,-415.64,,
827,07/11/24 05:54:31 AM,47.912,45.564,-418.51,,
828,07/11/24 06:04:31 AM,47.543,45.189,-421.85,,
829,07/11/24 06:14:31 AM,47.309,44.952,-423.96,,
830,07/11/24 06:24:31 AM,47.170,44.811,-425.22,,
831,07/11/24 06:34:31 AM,47.089,44.729,-425.94,,
832,07/11/24 06:44:31 AM,47.013,44.651,-426.64,,
833,07/11/24 06:54:31 AM,46.939,44.576,-427.30,,
834,07/11/24 07:04:31 AM,46.880,44.517,-427.83,,
835,07/11/24 07:14:31 AM,46.837,44.473,-428.22,,
836,07/11/24 07:24:31 AM,46.804,44.439,-428.52,,
837,07/11/24 07:34:31 AM,46.815,44.451,-428.42,,
838,07/11/24 07:44:31 AM,46.844,44.480,-428.16,,
839,07/11/24 07:54:31 AM,46.896,44.533,-427.69,,
840,07/11/24 08:04:31 AM,46.954,44.592,-427.16,,
841,07/11/24 08:14:31 AM,47.009,44.647,-426.67,,
842,07/11/24 08:24:31 AM,47.063,44.703,-426.18,,
843,07/11/24 08:34:31 AM,47.108,44.748,-425.78,,
844,07/11/24 08:44:31 AM,47.148,44.789,-425.42,,
845,07/11/24 08:54:31 AM,47.188,44.829,-425.05,,
846,07/11/24 09:04:31 AM,47.235,44.877,-424.63,,
847,07/11/24 09:14:31 AM,47.275,44.918,-424.26,,
848,07/11/24 09:24:31 AM,47.323,44.967,-423.83,,
849,07/11/24 09:34:31 AM,47.374,45.018,-423.37,,
850,07/11/24 09:44:31 AM,47.418,45.063,-422.97,,
851,07/11/24 09:54:31 AM,47.451,45.096,-422.68,,
852,07/11/24 10:04:31 AM,47.484,45.130,-422.38,,
853,07/11/24 10:14:31 AM,47.491,45.137,-422.32,,
854,07/11/24 10:24:31 AM,47.524,45.171,-422.01,,
855,07/11/24 10:34:31 AM,47.579,45.226,-421.52,,
856,07/11/24 10:44:31 AM,47.619,45.267,-421.16,,
857,07/11/24 10:54:31 AM,47.656,45.304,-420.83,,
858,07/11/24 11:04:31 AM,47.714,45.364,-420.30,,
859,07/11/24 11:14:31 AM,47.769,45.419,-419.80,,
860,07/11/24 11:24:31 AM,47.795,45.445,-419.57,,
